comments,star
1 不论成品质量如何 从漫画到影视剧 乃至综艺 我都不吝为韩国创作人孜孜不倦地追求创意的精神送上一份赞叹 2  人们不会怀疑动物园里的是假动物  这个点子不高深 却脑洞有趣 全片用于提升故事性的深水背景可以忽略 作为放松片它是及格的 3 安宰弘 真是个宝藏BOY 无论是女神风范的姜素拉 还是冷酷路子的金圣武 凑到他身边 就都熏染成了一个充满烟火气的团队 4 全片最大的升华点 不是动物园的留存命运 而是片末 黑鼻子 北极熊看见 主人 并没有迎上来 大概观众都会以为它会走过来  反而是看了一眼转身离开  想必这个剧情呈现创作团队做过激烈讨论 我们看惯了 也总是感动于动物与故人的耳鬓厮磨 却忘了一点  那正是人类对动物造成过多干扰的后遗症 唯有离开 相见不相识 才是它们真正回归自然的开始 ,4
假扮动物这段真的挺逗人的 笑了 整部电影比较轻浮 不深挖 笑笑就可以了 ,4
动物园里没有动物 人类社会缺乏人性 期待一张不用更新的门卡 就要换上一张不露声色的脸孔 经历三个月摸爬的生活 不愿这一生滚打在浮华的阶下  爱情善变 不如做一只树懒 永远拥有自己的树干 利益牺牲 就化身成长臂的猩猩 对喷涌的物欲发出怒吼 困在笼中 才明白北极熊为何在围观中倒地不起 坦诚缺憾 懂得放手才能过好往后的人生 被谎言和权力压弯的脊梁 却被无望又破败的生活簇拥而起 钢筋水泥中也能种上森林 而我还是愿意回到当初无需掩藏的人生 ,4
剧本本身比较弱 好笑归好笑 但笑点太少了耶,3
3星 這概念太神奇了 拍出來居然還可以,3
電影院,3
国字脸的正峰哥是不可能甘当无良律师的 ,2
漫改  怎么说呢 北极熊喝可口可乐好评,3
树獭和黑猩猩的爱情mua  ,3
前半段爆笑后半段温暖 很不错的题材 看这样的电影要有爱 ,4
这是我近两年来看过的最水的结局 编剧导演闹掰了吗 五个主演的人设都烂掉了呀,3
优秀傻屌剧,4
很简单的故事 重点和笑点全部在假扮动物上了 也确实很搞笑 给四星吧 至少是这两天看的三部动物题材电影里最有趣的 ,4
有新意 但整体效果不好 没有太多的搞笑部分 ,3
精彩的片段我在抖音就都看完了 所以略无聊,3
有点尬 ,3
扮成动物还是挺可爱的,4
快进也看不下去 ,2
6分 单论动物园本身的故事乏善可陈 但若是将动物园置换为一个国家 加上若干政治隐喻 就有意思多了 ,3
不好笑呀      ,3
前半段看个乐 狮子站着太怂了,3
遇到问题解决问题 干就完了,3
多好的创意咋拍成这样 节奏稀烂,2
哈哈哈哈大猩猩那里我笑死 我觉得还蛮可爱的 安在洪嘟嘟嘴 北极熊喝可乐真的不是广告吗  中二 想不想去动物园啊,2
喝着可乐的白熊怎么忽然就燃了 流于表面的搞笑要不得 看着白熊的背影怎么就忽然泪目了 流于表面的煽情同样要不得 ,2
整体就很一般 人模仿动物的点倒是挺有意思   没拍好,2
扮动物的片段真的太好笑了 站在路中间的树懒 看不到屁股的狮子 喝可乐的北极熊 动物园这个切入点蛮好的 世间温情和残酷的一面都有折射  with Pan ,3
笑点很纯粹 但是剧情太套路了 中规中矩 ,3
试问能当动物园长谁还会想坐办公室呢 ,3
比较轻松 拍的一般,2
一般般的电影吧 扮演动物那段确实是爆笑 但其他的就很弱了  剧情太容易被猜出 太浅显了 也没啥亮点  ,2
笑点很纯粹 但是剧情太套路了 中规中矩 ,3
一般般,2
很简单的故事 重点和笑点全部在假扮动物上了 也确实很搞笑 给四星吧 至少是这两天看的三部动物题材电影里最有趣的 ,4
试问能当动物园长谁还会想坐办公室呢 ,3
简单轻松好笑,3
不是很有意思 而且情节也很普通 ,3
因为running man找来看的 一般吧,3
扮成动物还是挺可爱的,4
扮演动物真的要笑死了,3
改编自同名漫画 讲述突然就任快倒闭的动物园园长的律师泰秀和代替卖走的动物以动物身份服役的职员们之间异想天开的动物园拯救计划 通过偶然的动物喝可乐从而救活动物园 却被告之即将被拆迁改造成度假村的消息 男主开始反击 和员工们一起誓死保卫动物园 最终动物园获得自然动物保护区而留下来 并拥有了大批的动物 男主也因为假冒动物案而成为名人 ,3
开始真以为是资源出问题了   掐头去尾 只看中间是值得的 顺风 顺风 顺风 yaeh ,3
有些地方蠻好笑的,3
大猩猩鬧超市那裡笑了 其他沒了,2
没有动物的动物园  ,3
很好很搞笑的一个题材 没被拍好 假扮动物环节不够丰富和力度 脑洞不够大 笑点生硬  支线太多 可能是植入的影响 保护动物不够深入 煽情  生硬   韩国礼仪文化的低媚倒是表现到位   ,3
本来以为是喜剧 很轻松那种 中间也确实有过一阵好笑 但那个好笑的北极熊其实就是电影的转折点 逐渐地 电影演化成了现实无奈的各方安好 地球动物园里养的人类不再把动物关起来了 给了动物们更大的空间 叫生态动物园 挺讽刺的 也挺好 律师所 开发商还有开士多的男友都有些脸谱化 剧本把时间线放长些 人形动物反差更大 结局更激烈会更好些 ,3
一般般都能猜到的剧情 也就扮演动物那块很好笑 ,3
故事比较套路 不出色  北极熊 喝可乐 砸了便利店并拿走监控的 大猩猩 挺逗的 ,3
一般般 主要是笑点比较普通 然后也不能对韩国那种职场的文化有切实体会导致对文戏体验也一般 ,3
老实说这个预告片出来的时候 我是很期待的 类似题材不管剧情片还是喜剧都有不少成功先例 而韩影在恶搞方面向来很有创意 但事实证明 精华部分全剪进了预告片里 而此外几乎全程冗长无聊陈旧桥段 表演也比较差 演员几乎全体不在状态应付差事 假期集中扫了几部近期的韩影 这部最差,2
其實幾好笑 但可以再瘋狂啲 ,3
2 5分左右吧 劇情太淺了 看著也沒笑一下 ,2
眼泪都止不住 笑死个人了,4
煽情和讲道理都很俗,2
精髓都在预告片里 ,3
当年看到原漫画就很感兴趣的追完了 如今这部电影对于漫迷来说也不算失望 挺 还原的尤其是树懒 真的分不清真假啊 最后大团圆 满足 ,4
还是挺搞笑的哈哈 不过剧情和人设都比较老套路套路 结尾要是有点反转就好了,4
呃 其实我觉得电影很烂 连看都看不下去了 电影亮点全无 说是搞笑片 但对于笑点这么低的我来说都完全不想笑 作为一部搞笑片 它无疑是失败的,1
三星半 结尾差点意思,3
不知道是不是漫画改编的缘故 真人演绎后真的很尴尬 一部笑点乏善可陈的影片怎么能称为喜剧片呢 ,2
好搞笑啊 前半段真的好搞笑 看得我想做一只小树懒 ,3
四只假扮动物站一排时 树獭的呆萌让人笑翻 其他就套路了 ,3
北极熊喝可乐那段妥妥的搞笑广告植入啊 乍一看我以为在看可乐广告呢 还行吧 整体片子创意不错 但是故事还是薄弱了点,3
6 10,3
还挺魔幻现实的,3
虽然整体笑点一般 但是想法还是蛮新奇的 树懒在路上偶遇男友 真的有笑到  ,3
变装那里有被笑到 其他都太一般了 韩艺璃和全汝彬要记得再合作啊 会见面的那种 ,3
3 4星间 前半段笑料确实在点上 但是故事太抓马 尤其最后真是忍不住有点尴尬   小顾非要看        ,3
最后男主的老板过来看以为是假熊 结果是真熊 然后被袭击 男主穿熊道具出去救老板 还以为真熊见到穿熊道具的男主不会怎么 结果去攻击他 还以为真熊真的会喝可乐,3
两星过半 三星未满 主演欧巴长得太像悠仔了 演技一般 剧情来撑吧 希望悠仔不要再来找我了 再来也不见 sorry my bad ,3
人喝可乐vs人装成北极熊喝可乐 是不一样的 ,3
三星半 太逗了 我一个不爱看喜剧的人看的我嘎嘎乐的不行 设定有意思 剧情有点平庸了 很好莱坞的套路化剧情 导演拍的非常一般 ,4
这种电影也能拍还是很羡慕的,3
一星给动物特效,3
这动物扮得确实以假乱真 我也想问衣服在哪买的 ,3
整体的剧情走向还是有点老套 笑点都在猩猩身上 三颗星给猩猩 ,3
想法很好 但是搞砸的,2
每个人都是别人的父亲 儿子 丈夫 有时候这些责任会被现实利用 要生活 经常要在物质前面低头 让你做决定难以纯粹难以简单 而一切都应该很简单很纯粹,3
剧作编写上要比相同题材的 动物园先生 可靠许多,3
虽然剧情挺单薄 但是还是被笑死  ,3
故事创意还是好的有趣的 人物也不错挺可爱的 但是有韩式普通喜剧的通病 前期矛盾不够强烈 结局HE过于理想化 发展节奏 剪辑 配乐使得表达平淡温和导致故事效果不温不火 总的来说是导演能力不足 3 5  CG效果还可以偶尔违和 ,3
不是拍浅了 笑一笑没有思考 结尾让我有一瞬间想到雪国列车 ,3
cola,3
要不是这群韩国演员我真以为是大陆影视圈洗钱小分队攒出来的货  ,2
如果可能我要来一套树懒服 过冬    ,3
就 扮动物那点挺好笑的 主题感觉不是特别明确 到底是控诉圈进动物的不好还是啥 ,2
人扮动物有几场挺搓笑点的 但太少了 头尾都特别无趣  ,3
动物那段笑到不行 但整体内容比较一般 ,3
韩国人骗韩国人也很好玩啊 有几个小笑点 ,3
平平无奇 还是被最后一个镜头逼下眼泪 全汝彬和姜素拉欧尼都是我喜欢的颜 ,3
漫画改编就是脑洞比较大 只是电影对搞笑的展现力度不够 全片有点太过平淡 ,3
有点搞笑 没了,2
笑点有 安排的很集中  北极熊喝可乐充分满足猎奇心理  并没有人关心是不是真的能喝可乐,3
幽默 暖,5
中间扮演动物那段还是挺好玩的 不过拉北极熊来讲故事 如何合理性   动物是应该生活在自然界 可是 我也去过动物园2次呀 有时候不知道如何表达这种纠结 ,3
设定非常棒 游戏环节很精彩 ,3
幽默和煽情都不够 平淡了些,3
故事太太中规中矩 笑点也太没有什么亮点 唯一的梗都落在于动物园假动物这个包袱上 可惜整个中段这个部分的描述却十分的弱和薄 除了北极熊其他的动物几乎没有描述 而刻意去点的环保主题落在北极熊身上仿佛热带动物难道就不值得被保护和在意吗  如果把职场生存 人生选择这些老生常谈的东西砍掉一半换成人与动物 假扮动物的戏份 这片就不会那么平庸了  可能韩国真的没有动物园吧 所以才会连其他动物的戏份都没有 至于要建造全亚洲最大的野生动物保护乐园 就真的好好当做一个梦想也挺好 可惜了这个好的题材 动物园确实是现代社会一个鸡肋 应该被重视 2星半的片子 加一星纯给了动物园这个题材 6分,3
前面还是很搞笑的 树懒 太喜感了 那么大一只 想知道这个片可口可乐到底给了多少赞助 阿哈哈哈哈 结局挺好的 两全其美,3
各种中规中矩 笑点也不多 混时间可以了   ,3
看预告就够了,2
当搞笑片来看 装扮动物那里确实很搞笑 但是故事情节有点典型的韩国套路 那么大的树懒是怎么做到不穿帮的 ,4
可可爱爱 没有脑袋,3
没有动物的动物园 ,3
冲着演员去的 一些笑点中规中矩 整体过于冗长了 收尾也太模板了 勉强及格吧 ,3
全片不如预告片,2
论当下如何拯救一家企业的经典案例  制造 网红现象  即便是动物也能够与饮料品牌联系在一起 这个跨界创意本来就不俗 当然 影片还是传统三幕剧叙事的小格局影片 第一个矛盾点 拯救动物园 处理的不错 但第二个矛盾点 对抗大财团收购 就有些对付的简单套路化了 整体有笑点 也有韩式温情 但终究还是平淡浅显了些 包括对动物环境的关注 遭遇问题的解决   ,3
第2787 真正让我觉得不错的是最后那个社区 虽然实行起来太费钱了也不大安全 ,3
头起的不好 后半部分有点落入俗套 有些点还是有点意思的  5 5 10 ,3
srds 扮演动物真的太搞笑了哈哈哈哈哈哈哈哈哈哈哈哈哈,3
大猩猩砸便利店和追赶树懒的剧情是全场最佳笑料 全片不仅仅用 将人扮做动物 作为简单的搞笑和反差萌 在换位后 动物园员工也能理解到野生动物在动物园里的糟糕待遇 最后北极熊黑鼻子在看到原来朝夕相处的兽医和园长后 仿佛不认识一样的头也不回的消失在冰原里的镜头 比惺惺作态的和人类相认相亲的大团圆结局更有深度 动物是独立于人类而存在的 一直都是 ,4
树懒欧尼太可爱了实在,4
啊这 冲着安宰弘看的 但是核心情节太弱了 四五个动物一套搞下来就已经电影过了大半 而且仅仅靠喝可乐就起死回生 还是感觉剧情不太足,2
后面塌的有点厉害 ,3
挺有意思的 害羞的北极熊 中二的大猩猩 一动不动的狮子 抱着树干的树懒 当然还有男主扮演的狂喝可乐的北极熊 这一段真的挺有意思 不过 感觉看的时候有点着急 有点遗憾 结尾实在太潦草 那个告密的负心男是什么下场 为什么男主在国外出名了人们想与他合影 是因为他引起了保护动物风波还是单纯好奇 感觉还可以再有深度一点 ,3
正峰欧巴可爱,3
应该比三星高点 虽然我有些尴尬的地方 但是小人物的心酸和不容易在逗笑我们之余 也会让我们有些心酸吧 ,4
冲着莲花童子来的 还是很难摆脱人设,3
正峰哥 你太优秀了,4
保护动物的主题还不错 但台词和桥段并没有编剧想象的那么好玩儿 所以笑点包袱一个都没抖响 只剩尴尬冷场了   这种温情喜剧 还是得掌握好 温情和喜剧 这二者之间戏份的比例  温情 得要慢  喜剧 必须快 节奏时快时慢的都想占 只能是相互制约甚至相互抵消  ,2
只有扮动物的段落能看 剩下的都是超级大俗套,3
哈哈哈多有意思 超爱喝可口可乐的北极熊哈哈哈哈 最后北极熊去了该去的地方真好 ,4
变成动物那段真的好好笑 为啥韩国那么多电影都是 大财阀 裁员 黑心代表做假账 新人派去奇怪的下属单位背锅 ,3
也只有装动物那还将就,3
就知道会喝可乐为他们带来了收益 可惜结尾有点匆忙 男女主感情line来的也太快 男主瘦下来真的还不错不过也很可爱,3
刚开始假扮动物到渣男来动物园这一段还算搞笑 然后就一路垮到结尾 ,3
温情不足 想法值千金 可惜不完整,3
乐呵呵得看完 不费脑子,3
树懒还挺好笑 其他的笑点也没啥 动物保护的主题 不算讲的深刻 但也算是有板有眼 打发时间而已 ,3
有点生硬的一部生态环保公益片,2
太老套了 这样的故事我差不多在韩国电影里看到好几个版本的了 先搞笑再励志最后温情 在仅有的几个笑点之后 电影落入了深深的无聊之中 ,2
拯救动物园系列  我家买了个动物园   ,3
原来可口可乐的吉祥物真的是北极熊,3
盲生发现了华点 在动物园里 没人会觉得动物是假的 ,3
安在弘真的很适合这一类的角色 主题真的很好 但因为感觉就会很俗套所以很少见真正有拍这一类主题的这么直面的 能够关注着拍 又有蛮多笑点 就挺好 ,4
少儿向合家欢 穿着动物服装聊天真的搞笑 ,4
挺逗的,3
剛穿上動物裝束和大猩猩破壞渣男便利店這兩幕笑得停不下來 最後北極熊在加拿大保護區生活得不錯 算是happy ending了 觀看動物園的人也太沒素質了 用東西投砸動物 人類當動物作娛樂消遣非常討厭 所以對動物園喜歡不了 ,4
动物能多表演点 才艺 就好了 人物塑造还不错,4
很扯淡的剧情 拍摄方面还是依旧韩片高水准 给个3星吧 ,3
出发点 创意不差 有笑点 但成品太不理想 脱现实且不黑色 批判也很无力 按讲那群朝动物扔垃圾的犊子都可以翻cctv全部抓起来 ,2
很有意思 笑的开心,3
没有动物的动物园 有温情的友情,3
有几段还是挺逗的 希望每个生灵有属于它的家 ,4
虽然看的时候一直笑 但是感觉差点什么 笑了之后就很无聊 剧本吧 ,3
挺有意思的人扮动物,4
笑抽 太喜感了 哈哈哈,4
三星半 明知道这个故事太虚假 可还是被逗得哈哈大笑 简直太搞笑了 安宰贤一本正经的帅就有喜感 再加上大猩猩树懒狮子和喝可乐的北极熊 导致忽略了电影想表达的人与动物的关系 只剩下了开心的笑 喜剧部分勉勉强强吧 主要靠卖那个梗 走心部分并不突出 人扮动物挺无聊的 但是北极熊真的 值得北极熊观赏爱好者看一下 ,2
扮动物那里真的很好笑哈哈哈 喜剧形式带出爱护动物不错 ,4
剧情偏老套 但是有些桥段很好笑,3
有几处笑点  逻辑有硬伤,3
全片亮点就是人装扮动物那几分钟 被短视频骗来的,3
没想到金正峰瘦下来眼睛变大了诶 还有一点点点点帅气,3
过于冗长,3
扮动物那一段比较好笑 结局没看,3
看过寡姐同类型的动物园 韩国人这个明显恶搞更多一些 几个人装作是动物 拯救动物园的设定这是奇葩脑回路 也确实没人会想动物园里有假动物 可问题是这哪里体现出男主角的聪明才干了 明明是一次偶然喝可乐被拍到了而已啊 而且猩猩也喝了啊 也对猩猩灵长类的 不过男主角的善良拯救了濒危的动物什么的 包括在快要吐露真相时意外赶上庆功 所有的感情付诸东流 电影里总是一样的巧合手法 没有新义 坏男友难道没有得到不好的下场吗 ,3
韩国电影近几年精品率下降了很多 但每年保底出几部这样的商业类型片娱乐我等大众还是绰绰有余的 中国每年也会出几部良品 但发挥不稳定 完全不能保证会不会扑街 这就是电影工业体系有和没有的差别 这部虽然精华大部分都在假扮动物上 但笑点泪点萌点都不缺 老韩影迷印象中那个阳光姐妹团大姐大姜素拉如今也有刚柔并济的河智苑内味儿了 ,3
还是挺可爱哒 男主老是让我跳戏到1988 还是那么憨厚的样子 狮子的表情做的太萌了 看到就想笑 ,4
中间部分真的很爆笑 开头和结尾的设计比较糟 ,3
喜欢动物的人 心肠都不会太坏吧,3
屁民的生活过于辛酸了 笑不出来,4
笑点有限 可看性不是很强 ,2
出发点是好的 可剧本太一般了 喜剧和社会批判结合的很差,3
一般 消遣消遣 男主的人设倒是不错,2
虽然后半截有点无聊      但 人类扮演动物那段 让我笑的房顶都震了好吗 为了那段多给一星,4
扮动物很好笑,3
剧情是韩国电影的常见套路,3
喜剧效果很好 笑点的好盖住了煽情戏的不足 ,4
警察 大猩猩砸你店的监控呢  店长 大猩猩拿走了   哈哈哈哈 108,3
二星半 有点无聊 ,2
很不错啊 终于不是警察或者流氓的teamwork了 模仿树獭给客人拿烟开始笑炸了哈哈哈啊哈哈哈哈哈   猩猩背着树獭走在铺满落叶的阳光里面 又好笑又浪漫555555555 ,4
3 5 是我们正峰欧巴和春花辣妹 但编剧还能写得再粗糙一点么 精华在假扮的中段 楚巴卡自带萌点 太可爱了 对眼梗也很好笑,3
很有人情味的片子 比寄生虫好,4
假扮动物的部分很搞笑 好不容易升华到 动物园 监狱 的问题 又搞起了野生动物园 happy end 大结局 ,4
没有逻辑 但是笑疯了 可乐那段,5
没有屁股的狮子 鞠躬的北极熊 还有TMD抱走监控的猩猩 这几处笑点很足 结尾黑鼻扭头就走是点睛之笔 ,3
有点一般 搞笑和煽情都没有做到很好,2
6 5 10 扮动物的戏份还是有不少笑点的 但结局难免落入俗套 ,3
安在洪一本正经的时候也觉得他是在搞笑 哈哈哈   ,3
太荒诞了 快进看完的 ,4
2020 2 13看,5
是也乎       漫画改编的  韩漫     当初看时丧萌丧萌的  简直笑屎     没想到电影给大一个合理的大背景后  变成一部闹剧  不过很好看就是     请回答 1988 中重考20年的老哥  真的是本色了   ,5
6 0 10 精华都在预告,3
真 社畜,5
结局草率了些 挺好笑的,4
浪费了这么好的创意,3
挺好的,3
还挺好看的啊  评分好低,5
扮动物真的很好笑 那只狮子真的太可爱了  动物影视作品补全计划 ,3
想知道里面的真实动物是不是也是人扮演的 ,4
可惜可惜,3
yl 前半段还挺搞笑的 开始催泪就低了一档 幸亏没有狗血爱情,3
故事讲得不错 值得一看 后面的结尾有点流俗 简单了点 能不能有更好的呢,4
笑死我了 点个赞 ,5
046号 假如90分钟以内搞定 分数能高一点吧 实在受不了磨磨唧唧的了 我要看的是人扮动物 不是那些所谓的主人公成长情节 黑猩猩抱走监控和树懒逃跑那段太好笑了 ,3
看预告的时候挺期待的 正式看了前半部还可以 到后面一下就弱掉了 强行尬 ,3
3 5吧 笑點夠了 但是總體劇情還是需要優化,3
