comments,star
世界上所有的鹦鹉都叫Polly    小猪佩奇她奶奶家的鹦鹉也叫Polly  ,2
耗资1 75亿美元 外加一大堆明星配音 就这水平   中文名居然还加上奇幻冒险   exm   根本就毫无惊险刺激可言 这完全就是一部小孩子看的电影 低幼无趣 枯燥乏味 一点新意都没有 同时 在我眼中这还是一部杂乱无章的电影 从头到尾都是灾难 剪辑糟糕 场景糟糕 剧本糟糕 表演糟糕 虽然我很喜欢唐尼 但是这次他扮演的杜立德医生明显是不及格的 超低配版杰克船长   ,1
干嘛不直接拍成动画 ,3
环球影业是不是水逆呀 前脚有 猫  2020刚开年唐尼继钢铁侠后的新作就遭遇口碑扑街  有一说一 能理解唐尼这片子就是拍给儿童看的而且是10岁以下小孩 影片故事虽完整但其实很无聊 没创新没创意特效凑合 影片估计是想打造低龄版奇幻加勒比海盗 但故事的动机和逻辑真的一点都不能细想 故事连贯性非常差 唐尼饰演的人物更是没有什么深刻的印象 如果家里有小孩 可以合家欢去看看 也就100分钟 ,2
7月24日公映 内地电影院复工后第一批新片之一 看来是真的不想让观众进电影院,2
这是给儿童看的电影吧 蠢到好笑 有那么多钱做一堆会说话的动物 可以找个好点的导演吗 以后哪天半夜失眠了 可以找出来看看 助眠效果绝对名不虚传 ,1
5分 带孩子看倒是还好 傻乎乎的低龄童话 幼稚 俗套且神经兮兮的东西 这部电影最后这样 感觉还是大家期待太高了 尤其又是唐尼卸任钢铁侠之后的第一个项目 难免寄予厚望 结果发现就是一部毫无亮点的低龄儿童电影 总是会有些失望 最后清肠那个设定不是太能接受 ,2
3 5啊 没有评价那么烂 动物们很可爱 很适合小朋友看吖 唐尼也还可,3
 多力特的奇幻冒险 3D 技术的撑腰让好莱坞愈发喜欢pick人与自然类的剧本 并不惜如此 洗片  让动物开口说人话 萌即正义谁不买账 唐尼骑鸵鸟狂奔 给龙剖腹清理肠道 大猩猩跟老虎打架 只为博君一笑 除了轻松愉快好玩之外 还可以拿来教育小朋友学好外语 关键时刻有效沟通能救你一命    ,3
美国一家媒体的评价放这里很合适 当 爱尔兰人 为了拉到投资东奔西跑最后只能投奔流媒体的时候 这片却能拿到大片场1 75亿美元投资 只能说这笔钱花的真是地方啊,2
我们似乎生活在这样一个时代 对经典的重塑以及对保留旧故事的渴望 但接受先人的观念并扭转观念方面并没有什么新意 ,1
浪费好演员系列 ,2
不看片头都想不到这竟然不是一部Made in Disney  ,2
卸下钢铁侠面具后的罗伯特唐尼 喜剧感欠奉 无法与老版的演员艾迪墨菲相比 电影拍摄技术和特效虽然进步了 但是故事剧情偏低幼 动作场面毫无惊险可言 也更适合儿童观赏 ,3
喜爱动物又挺喜欢奇幻片的我本来还有点期待 多力特的奇幻冒险 的 没想到电影上映后 口碑票房都扑得挺惨 真是可惜了那么大投资请来的不错卡司阵容以及用特效制作出可爱的动物们 ,3
怪医斯塔克,3
难看到令人发指 毫无魅力可言 ,2
因为juvenile向和类似的故事 不禁想起朵拉的电影版 Dora and the Lost City of Gold  2019  19 20世纪杜立德的冒险尚存有 自然主义 的追求 至千禧年朵拉卡通剧是更现代独立个性的电子形象 已从对书中的想象变为视觉的表现 古今相似并不仅技术升级 还有思想的复杂 早熟或说是进步 现在再回到百年前的环境 也算借时代的背景多了份单纯的美好,1
还以为去岛上摘果子是Dolittle胡诌出来的 反手就会揭穿阴谋 结果还是很低幼童话地硬生枝节 不过这不切实际的世外桃源真是乐也融融 复联4之后 小蜘蛛变成小狗也要跟着铁爸爸 唉唉 ,2
昨晚上看 觉得剧情特别无趣无聊 流水账式的剧情设定 人物表演略显稚嫩 差评,1
2 5 大概就是有看跟沒看一樣的那種PG級兒童電影吧 不算不堪看 但也沒有什麼令人印象深刻之處 通常這種給你一個處於灰色地帶的食之無味感 就只能從演員表現或是形式層面來探究 從美術來看就   還行 但演員方面 這大概是小勞勃道尼近年最令我反感的一次演出 不是被鋼鐵人定型所致 其實他比起其他演員 演戲的延展力算強了  而是他已經有自己獨樹一幟的演戲方式 何必把他塑造成 或刻意模仿 像是強尼戴普或是羅賓威廉斯那樣的喜劇丑角呢 看來 杜立德 不會是RDJ另闢新戲路的優良起手式 另外艾迪墨菲版的 怪醫杜立德 相對有趣多了 RDJ版則植入較多原作的奇幻冒險元素 卻詮釋的相對乏味且味同嚼蠟 ,2
这个才是真正的Doctor Strange吧 加了很多 加勒比海盗 和 丁丁历险记 的元素 并且用跳跃 快速的剪辑去弥补故事的无聊 但是奈何毫无成效 史蒂芬 加汉的导演表现让人不敢相信这个人是编剧出身 故事情节都到了可以不管不顾直打鸡血的地步了 就连特效也没啥可吹的 我是真的已经受够了CG真动物了 环球是真的不能学迪士尼 PS 终于在电影院看电影了 还是很开心的 ,2
傻里傻气的低龄儿童故事 为Downey的接片质量担忧 ,2
A complete disaster  Even Downey and all star cast couldn t save the poor writing and editing  最近十年的fantasy太差了,2
开头的动画是2D 回归影院后第一部新片 第三趟影院 重新拥抱日常开森开森 隔座一男的全程看低头看手机让看得津津有味的我觉得自己是个孩子手动狗头 嘿 我回来了 ,4
5 0分 本片又名 当钢铁侠脱下铁皮 他可以变得多乏味   恭喜小罗伯特 唐尼在退休路上又迈了一大步 如果有人欠你钱不还 你就请他去看这部电影 让他知道你狠起来自己都怕 如果有人敢跟你抢女 男朋友 你就请他看这部电影的中文配音版 让他知道你狠起来自戳双目双耳都不带眨眼的 看他还敢不敢和你抢女 男朋友 哼 ,2
瞧了眼成本 我是不太信的 ,2
复映后的第一部IMAX,3
环球拍了一部非常神似迪士尼的烂片 剪辑是从抖音上请的吗 这情节发展我以为把一部40集电视剧剪成了100分钟,2
太低幼兼缺乏想象力 闹哄哄的90分钟让人煎熬 请这么多大牌吹替或做配完全是商业上的噱头 糟糕的票房证明脱下钢铁甲衣的萝卜头没人再爱他3000遍了 ,2
作為合家歡電影來說不能要求太多 比較是偏幼齡的童話式故事 入場純粹抱著能在大銀幕上動物園一日遊的心態 最主要是看看大猩猩能不能克服它的自身缺陷 沒有特別驚喜也不會失望 看結尾樣子 票房好的話估計還有黑化的動物軍團續集    ,2
当作儿童剧 会感觉还挺有趣,3
表情包电影 ,2
也没有那么烂吧 直到第二幕结束为止其实问题都不太大 标准奇幻片的编排与生产策略 此片的问题一是第三幕像缝合怪一样 与整部电影的基调格格不入 所有东西瞬间收尾 二是浪费人设 反派过早暴露 多次降智 正反主角可以向福尔摩斯与莫里亚蒂式的潜力没有发展 杜立德的医生身份被 与动物交流 的设定淡化 显得可有可无 三是杜立德这个角色没有一个准确的定位 在哈利波特 杰克船长 神海德雷克三种形象间横跳 可惜了一个原有竞争力的IP了 唉 2星 ,2
 介系你莫有看过底船新版本   力不从心  无聊  放过杜立德吧 ,2
过于低幼化 唐尼简直大型德普模仿秀 ,3
小孩子真的喜欢看这种东西吗,3
我知道片子会挺傻的 之前都柏林公交上都是大海报还是种了草 假如有娃 适合给娃看 ,3
感觉钢铁侠会复活  这集里不仅仅有钢铁侠 还有蜘蛛侠 ,2
动物挺可爱的 RDJ也很可爱,3
卸下拯救世界的铠甲 身披冲破巨浪的铁胄 原始材料或者粒子科技护卫的都是钢铁一般的心脏 打开拥抱宇宙的大门 阖上冲映记忆的围城 时间尽头还是灵魂深处都只剩下无尽沉底的漂流  成为猎手是种宿命 学会与其他生灵共存才是勇敢者的游戏  放弃出发会很容易 追寻指环的归宿才能不虚于此生的相遇  恐惧是种不被理解的困惑 疯狂是份难以言说的孤独 是否我们都只顾着升级表达的权利 反而褪去了懂得倾听的能力 而无论生物进化到哪一级高度 唯爱永是不曾被筛选遗落的天份  ,3
当所有作为转折的套路 都在你意料之中     但还是好看啊 毕竟是我复工后的首场电影 激动得下巴都没了 ,2
这种在创意阶段就应该被直接否掉的项目竟然能最终拍出来也是很神奇了,1
适合小孩子看 很老套的故事,3
就  整个电影都很敷衍的感觉  也只是为了演员而看的,3
sooooooo boooooring,2
笑点还可以啊 ,3
太平庸了啊 剧情缺失好多 奇观展现也不足 整部电影就是草草完成工作 再一看演员和配音阵容  太浪费了,2
不能说这是烂片 孩子还是喜欢看的 片尾有个彩蛋 别错过了 ,3
你别看都是动物 还都是大腕呢 卸任了复联一哥 当起了动物园园长 天津话说这叫lào pěi了呀 这种哄小孩的片儿应该是德普演的 或者本斯蒂勒 亚当桑德勒 亚当桑德勒倒演了 原钻  漫威十一年钱也挣够了 唐尼应该回到阔别已久的文艺片才是正经 ,2
学龄前佳作缘何惨死中年萝卜手中,1
就这样 没太多好说的,2
电影院复工以来首部票房破亿的电影 可见低龄合家欢的市场行情还是相当不错的 卖卖特效打打热血冒险牌 结尾再来个模式化的击败反派 故事总结 标准好莱坞工业流水线作品 除了动物挺可爱 其他真是没啥好看的 唐尼卸任铁人后的首部作品说实话有点失望 ,2
chee chee居然不是女孩子     ,3
除了全程无高潮之外 妮妮竟然意外地演得很差  ,2
所以杜立德一开始就是古代人吼 老虎一说话 我就知道是费因斯 老虎的心理结构也基本是他的一贯角色 找他和班德拉斯这两个气场彪悍过唐尼的人虐他 非常合适 话说我是真的很羡慕杜立德的超能力 嗯 ,4
中庸,3
影2072 海上你怎么不骑海豚呢 ,2
过于低幼 低幼到你时不时就会怀疑 这居然不是一部迪士尼的电影 ,2
配音阵容惊人 ,3
从那条龙一出来 前面费尽心机营造的动物生态观全崩了 搞了半天还是完全异想天开的童话啊 这片子从商业逻辑就开始出错 双男主咖位差距简直是天差地别 连代入都没有 还怎么找共情结合点 在一切不变的情况下 让荷兰弟演男孩 让现在的男孩去给狗配音应该都会好很多 但估计环球也没这个钱,2
大失所望 一次毫无意义的翻拍 德普化的唐尼也不能为这部片子带来一点惊喜 非常低幼敷衍的情节堆砌上大量特效而成的作品 既感受不到奇幻色彩又没有深刻或精彩的故事 可以说是很久没看过如此无趣的作品了 ,1
人还是要找点事做做 不能成为一个废人 景色不错 3D效果也行 但剧情一般 适合较小的孩子观看 ,3
疫情之后第一场院线观影 很寻常的儿童片 倒也没觉得特别烂 主要是找回了电影院的感觉 3D就很鸡肋了 尤其是戴上口罩3D眼镜会起雾 ,3
特效不错 剧情没什么亮点  除了给龙做清肠 这里面的 Michael Sheen 我还以为是 Simon Pegg,3
休息时看完 不知道是我的错觉还是这类电影真的越来越趋同 一直到最后片尾曲放完都觉得故事和情绪很塑料 而且RDJ的存在感未免太不起眼    以及到底为什么要取笑麦可心的下巴 有胡子就当做看不到了吗 2333,2
其实压榨经典IP都是在重复老梗 但至少大多数同行都有着源自当下的活力和生机 但这次大手笔的维多利亚排场却如此得老气横秋 用事实证明了 一部过亿投资的商业大片如果片长少于两个钟头 要么是料多馅足 要么就是出了乱子烂得没话说  sadly  Dolittle显然属于后者 即使处于阵痛期的唐尼不愿去承认 可那抓耳挠腮的劲头竟然有了努力装猴六老师的迷惑憨劲 实在是失态,1
人和动物全部都装疯卖傻的电影 不见动物的活泼可爱 只能看到各种来自人类的恶俗烂梗,2
儿童读物既视感 会按摩的猩猩 看着很有吸引力 ,3
热闹但杂乱 ,3
很童话很低龄 几乎也没什么记忆点 唐尼来演没发挥出自己的特质吧 总觉得如果换成德普是不是更顺眼 最后多一星为影院复工后第一次走进放映厅的激动心情 ,3
啥时候看的来着 我记得我看了一半没看完 有点无聊 ,2
不及格的剧本,2
50 100 整体走喜剧路线是很好的选择 可惜剪辑就像是存放某些片段的拷贝丢失了一样 可以说是严重损害了叙事 另外还能看到一个绝望的想摆脱史塔克式表演的人 最后只能用换口音这一招了 ,2
1 7亿美元就拍了这 拍啥不好啊  ,2
奇幻是我软肋 尤其是有动物的 可惜这部各方面都有点平庸 不过 看到给龙做那啥也算开了眼界  ,2
这个片是真的不行 文戏不好笑 武戏少且垮 情节一眼看到头 剧情老套没意思 请一堆大咖来配没人记得住名字的动物真的没必要,2
1 75亿美金干点什么不好 扔进雁西湖估计都能漫出来 ,1
特效不错 剧情没什么亮点  除了给龙做清肠 这里面的 Michael Sheen 我还以为是 Simon Pegg,3
儿童读物既视感 会按摩的猩猩 看着很有吸引力 ,3
热闹但杂乱 ,3
节奏快到跟赶着投胎一样 特效像photoshop  可以给小孩子看,2
很童话很低龄 几乎也没什么记忆点 唐尼来演没发挥出自己的特质吧 总觉得如果换成德普是不是更顺眼 最后多一星为影院复工后第一次走进放映厅的激动心情 ,3
   低龄到幼儿园的孩子们都翻白眼吧 请问你们的客户群里到底是  ,1
 加勒比海盗   霍比特人   千与千寻  布拉布拉各种奇幻童话 甚至穿上潜水衣的脸部特写仿佛穿上了钢铁侠战甲 我们的钢铁侠从复联退役后大肆进军动物冒险类型片 给孩子们看看不错 毕竟动物部分设计都贼可爱 ,3
让如雷贯耳的钢铁侠跟一群动物打交道 就像哄小孩一样 身份错了位 他的表现也就怪不起来 若是换成金 凯瑞或者德普叔 估计没问题 女王中毒 只有伊甸园树上的果实能救 童话似乎已经对不上这个世界的胃口了 连孩子都不太会信 ,2
2020年了 还有这种剧本的好莱坞商业片真的是槽多无口  还我50块票钱 ,2
这是儿童片啊 ,2
结果是个儿童片 醒来外面已经下雨了 后面的娃娃出门的时候问他妈 为啥鹦鹉都叫Poly ,2
如果把妮妮的脸打马赛克 能救这部电影半颗星 ,2
比较适合小小孩看的片子 ,3
其实还好      ,3
里面的坏人真的好  证物兜里揣到底,3
不错的下饭局 就是部分情节有明显硬伤,3
简单无脑的迪士尼风味儿童片 钢铁侠荷兰弟再合作 ,2
和新朋友们一起看的电影 就电影本身而言只值2颗星 情节幼稚平淡 所谓的笑点也是挠人脚底强行让人欢笑 钢铁侠什么时候沦落到演东北二人转了 ,3
杜立特跟小学徒讨论动物叫是简直太迷了 唐尼是为了给小学徒开辟新宇宙么 而且唐尼的口音我再也不想听到了 我是唐尼死忠粉来看电影的 可杜立特像个披着人皮的猩猩 而且感觉不到人物 只看到了唐尼本人 希望唐尼好好转型吧  ,3
我觉得还可以呀,4
勉强两星 建议给学龄前儿童观看 ,2
动物很可爱 鸭子松鼠北极熊鸵鸟等等 偶尔还能笑出声来  但是剧情实在是不及格 都花这么多成本打造了 咋就不能把故事整得稍微精彩点呢   ,3
这么强大的配音阵容声音辨识度却这么低 基本属于看完就忘的片子吧 不过费因斯的老虎和给龙清肠道以后会时不时想起吧 ,2
去死再也不看3D了,2
一年一部 环球还真是不知疲倦 票房成绩好吗 ,2
无聊又低幼的剧情 小罗伯特唐尼选片也太随便了吧 不用带脑子的儿童电影,2
拍成这样 不扑街才怪 故事太低龄了 特效以好莱坞的水平来看也很一般,2
就算低龄 我还是觉得蛮好看的 ,4
笑点是有的 合格的爆米花电影 没有评论里说的那么差 可能大家疫情过后口味儿都变刁了,3
等预告 好好玩的样子 ,3
官方借复联余温拿 妮妮 荷兰弟 作卖点 说知道电影本身糟糕透顶 大概灭霸来了也没办法救 ,2
复映第一场 睡的蛮舒服,2
儿童片设定 制作不错 小演员颜值 就是公主演技太木了 我看着挺平淡但我妈还挺喜欢,2
电影院复工后的第一部电影 就还好吧 杀杀时间的爆米花电影 其实我还是觉得墨菲的那一版杜立特好看  还有就是为什么要翻译成多力特 ,3
好好玩,4
3d效果还是很不错的 但现在3d横行的年代也没什么稀奇 而且有些闹腾 也没说多立特哪儿来的特异功能 整体感觉很闹 很多剧情就鹦鹉旁白一句带过了 挺随意 还整出龙来了,3
6 0 这个配音阵容我真是佩服,3
有这么多小动物堪称作弊的电影都能轻松翻车 最好看的竟然是片头动画 ,2
作为听配音猜明星的游戏还是不错的      ,2
惨,1
评分这么低     挺轻松挺好笑的呀 是我笑点太低了么   ,4
影院重开后看的第一部电影 还是值得纪念的 虽然我对各种可爱的动物有天然滤镜 但这片子确实不精彩 甚至有些无聊 特别是岳父给的船上那个海盗 怎么打了个招呼就没下文了呢  唐尼整个人也不是很在状态 小公主喜欢上学徒少年也很莫名其妙 还好篇幅不长 合家欢看看没问题 不管怎么说 进影院了还是很开心 尽管只有六个人 另外开场前还在播放2020年情人节即将上映的电影预告 真的很恍惚 ,3
很低幼 ,2
在无锡看的 如果你当儿童片看呢 就还好吧 但如果你对唐尼还有期待 哇 原来加勒比海盗的船长不是谁都能演的好呢 ,3
给儿童看得真人动画片 给儿童看得话挺不错的,3
情节老套 公主和学徒演技堪忧 但即便如此 我还是看得蛮开心的 可能我心里还住着一个小孩吧 纪念一下疫情后的第一场电影 ,4
疫情后带儿子去电影院看的第一场电影 影院效果就是舒服 这电影就是适合孩子看的儿童片 不需要太烧脑的剧情 动物可爱 温馨有爱有趣就好了 站在大人角度看剧情是弱了点 多力特略微疯癫的人设确实约翰尼德普更合适 ,3
好多大牌配音 我一直在看谁是谁 ,3
确实 我要是小二十岁可能喜欢 但我不是了 ,2
视觉效果很不错 动物的特效很逼真 不过属于合家欢性质的电影 闲时看看就可以了 ,3
2500万美元的分筹我都能去演 只能说这太诱人了 特别浅显无聊的故事 适合没上学的小朋友观看 ,1
童年回忆的文本 动物变成现实   名演员都成了配音 小罗伯特唐尼出来半天了我脑补的还是德普叔和AMBER的八卦,3
我的天呐 尼尼 你看你拍的这是啥  这是啥   ,3
一不小心 拉高了影厅观众的平均年龄,3
源于著名儿童文学的改变 数次被搬上银幕的前车之鉴 这些并没有成为 多力特的奇幻冒险 得以能去粗取精的经验 相反无论是从低幼的故事 还是夸张的表演 可以说这部电影除了特效外 近乎让人看不到翻拍的意义 其仅只是证明了这样一个故事只能属于儿童 ,2
有点无聊,2
剧情低幼 剪辑凌乱 演员尬演,2
太次了吧 儿童片还不如直接拍动画片,2
论一个弱智导演 是如何毁掉一部电影的  特效烂对白烂 对戏的时候感觉怪异 天啊 这是一部多烂的特效片啊 ,2
看在小动物的份上 给三星吧 必经 伏地魔 给配音的老虎  伏地魔虎  小菠萝特唐尼完全是本色出演 他在他家农场里对着那几只羊驼一定也是每天自言自语的 杜立德这个神经的气质 跟 Iron Man 和 Sherlock 那简直是同卵三胞胎兄弟 一毛一样 这个神经的气质约等于男版海瑟薇 他也别在意影迷说他没演技 演技这个词不在他的字典里 ,3
复工后的第一批公映片 挺有趣的故事 有点怀旧复古的冒险故事 挺适合合家欢的 ,3
大师肥了就是萌,2
拍给孩子的电影 教导小家伙们要保护动物和环境 私以为真正的英雄的确是应该走出英雄片 尽自己所能给这个世界带来一些不同的 ,4
emmm  儿童片儿吧 剧情进展飞快像被剪了似的  ,2
适合小朋友 可是我不是小朋友了,2
What a wonderful world it could be ,5
今年第一部院线3D 动物崽子们都好可爱呀 鲸鱼轰的一下窜到镜头前我脖子都缩起来了好棒     俺等这么久就是要看这些  那只戴帽子的大白熊和贼中二的小松鼠我最喜欢 还有坐在长颈鹿头上毛茸茸的小狐狸       ₃        rua宝宝ww奇奇也好萌喔 我是一只在旁边默默喊加油的大猩猩qaq 哈哈哈 那头会喊妈妈的大老虎 设定源头绝对是我童年最爱的1973动画版 罗宾汉 里含手指哭唧唧的老虎  反正动物们的都太治愈啦 我是看这种类型片一点儿不挑刺的观众 开心到就行 美中不足的就是探险太短 咋感觉没玩多久就回来了呢伤脑筋  ,4
适合做动画 真人太低幼 浪费了这神级阵容 私心给rdj再加一星 虽然这角色换谁演都行 ,3
幸亏没去电影院看,3
只剩可爱的动物们了 编剧出来挨打 ,2
4 10,2
本来是想吐槽的   千篇一律的小孩子开场和万年不改的大沿礼帽 不管是在铁罐还是木桶都是各种重叠 嗯 我说人和形象   可是这些小动物实在是太可爱了  好喜欢那个毛线小帽子的北极熊     以及 希望2020年的时候 不要再看到铁人 小蜘蛛这种烦死人的词汇     em   儿童片   实在没什么好说的 都是绿幕 拍的也应该不太容易吧   勉强3星,3
真的太糟糕了,2
话有点多,3
三颗星不能再多了 为了铁虫也算另一种情怀的圆满 科技进步 动物的皮毛和动作捕捉呈现出来的效果越来越感人 但是技术底下 如何讲好故事也越发被放大 情节低幼向严重 色彩丰富但不艳俗 可能更适合孩子看 安东尼班德拉斯 根本没认出来 害 父爱如山 ,3
演员欺诈 荷兰弟就没说几句话 杜立特太脸谱化了 剧情也是太低幼 画面还不错 ,3
小动物们挺有趣 故事就   ,3
200607 UC在线 比较无脑 有些生硬 想想片子的拍摄过程 背景布前的各种表演  对演员各种表情错位就有点理解了 索然无味 这片是杜立德吧 翻译不尊重前作 ,3
配音阵容可真强大啊 不过唐尼演这片的时候会不会觉得自己是精分 ,1
全世界的大鹦鹉都叫Polly吗 疫情之后我的第一场IMAX  评分这么低但我觉得挺好啊 动物题材我现在真的是非常喜欢 虽然钢铁侠还是那个气质 至少在这里复活了哈哈哈 他老岳父竟然是班德拉斯演的  我说怎么眼熟又气质绝佳 竟然完全没有认出来 片尾逐一演员表才发现 然后动物们这配音卡司也是超牛掰 挺贵的吧 伊甸树给龙治病那块儿 失去爱人的痛苦 说得我莫明热泪盈眶 华星UME2号IMAX厅 我的宝座N排19 前后左右的人都离我那么远太爽了 隔一行一隔离 每人之间两个座位间隔 大概七成左右观众 空调一般 还是有点憋 ,4
低龄冒险故事,2
辛老师的反派太抢戏啦  全片笑点都正好戳到我 有被笑到谢谢 ,3
在阔别了200多天的IMAX后再次相逢 遗憾的是 多利特的奇幻冒险 着实有点食之无味 弃之可惜的感觉 烂番茄新鲜度14 已经给出了足够的解释 没有惊喜 甚至还有点难嚼 部分视觉效果可圈可点 如果你实在想去影院去看大银幕电影就去这场吧 推荐IMAX版 ,2
儿童片 但剧情也太平了一点 前面那么多铺垫高潮呢   想象力不太行 特效也没特别好 浪费这么多好演员 所有人物都平的快成飞机场了 ,2
诚挚建议不要为了观影体验盲目选择巨幕厅浪费钱 最好疫情期间别看3d电影 除非你能忍受两个小时啥也看不见一直擦眼镜上的白雾   ,3
才十岁就变花瓶了 ,2
10岁小孩子看看拉到吧 太肤浅 一路障碍打怪无新意1,2
不是凑齐了IP热带航海奇幻打打闹闹有票房号召力的男主就能成就加勒比第二 你还需要精良的配乐巧妙的动作设计幽默的桥段特点鲜明的小角色和一帮拿着量身定做似的角色的老戏骨 最主要的 是用华丽的想象激发出好奇 让人打心里想登上那条船一起冒险,2
很适合小朋友看 帮助别人就是帮助我们自己 兽医加人医 钢铁侠的退休生活 我是冲着白熊去看的 便秘的龙 额  三星半,3
终于去电影院了   作为疫情以来第一部大荧幕看的电影 因为豆瓣一片差评 本没报太大希望 结果超出预期 本来就是儿童片 嗨皮安定 唐尼夸张的表演很适合本片 动物们好可爱 以为荷兰弟是男二结果是一条狗 ,5
特效中规中矩 剧情差强人意 唐尼也开始卖情怀了吗 整部电影透露出一股穷的气息 因为穷所以拍成儿童向 因为穷所以特效随便做 因为穷所以剧情敷衍 因为穷所以唐尼也矫情 唐尼啊 我们不是要你演一部儿童电影 而是需要你用儿童的视角带给观众无限的惊喜啊 ,2
唐尼卸任铁人之后首部作品 幼稚 低龄的童话故事 俗套且无聊 更适合小孩子观看 这个阵容 这个成本 再看成片 简直就是典型的浪费钱浪费演员系列 还有 给龙清肠是个什么鬼操作  ,2
太蠢了,2
動物都蠻風趣的 ,3
小朋友看了都想睡觉,2
其实还可以啊 为什么这么低分 ,4
挺尴尬的一部爆米花电影 ,3
一部简单的童话剧 与钢铁侠的质感反差过大 想要转型但是在一个童话里显得用力过猛 就从纯童话剧角度来看 还是很不错的 ,5
动物好可爱啊 然后没了 ,2
混亂至極 非常幼稚又無趣的擬人動畫 雖然是精細的製作 還是無法給予好評  只能說 不要一看到小勞勃 道尼就閉著眼睛照單全收  其實個人一向不欣賞他演出的任何電影  這回又印證了一次 ,1
可爱,4
on my daughter s wedding承包全片笑点,3
还可以 场景精致 特效动物可爱 剧情也基本圆回来了 但印象中杜立德医生与动物对话是天赋不是后天习得的  ,3
下一部该讲医生妻子其实没死 ,3
这么牛逼的卡斯阵容 拍了个可能只有十岁以下小孩子才会喜欢的片 啊 心痛,2
儿童电影 受众偏窄,3
Emma阿姨和二叔的配音还是   二叔好受,2
a  适龄观影群体 学龄前儿童 b  形象教学把钱都花在大牌演员而在制作上一毛不拔是怎么样的后果 上一次感受这样的音效和视效可能是在蓝猫淘气三千问,1
美国什么时候也开始搞春节档无聊到毫无特色的合家欢电影了 台词 故事 剪辑和特效都不大行 但是靠动物卖萌逗逗小朋友开心还是可以的 Aflac和可口可乐该去找电影收鸭子和北极熊的版权 ,2
   ,2
还行 ,3
