comments,star
挺失望的 续集故事不思进取反而更差 画面跟缩水一样 完全没有第一部 let it go 那段场景震撼绚丽 黑暗风不是画面完全没有细节  还真不知道克里斯托弗的 lost in the woods 的mv是调侃还是认真的 整体反倒像是赶工之作 没有精心打磨 有点粗糙 看动画还是看皮克斯吧 歌曲倒是一如既往的好听 以及爱莎越来越好看了 ,3
浑身都是权游的味道   北境需要你Elsa ,4
就问片里这些衣服什么时候淘宝上有卖   PS  Elsa睡觉不卸妆 小心皮肤变差 ,4
很美 很漂亮 其他没了 就是老马说的那种 主题公园电影 ,2
比第一部更宏大 更成熟 更细腻 它用最简单真挚的方式表达了每个人对亲情 友情 爱情最理想化的期望 更有抛开这些关系后一个人的自我成长 哪怕再希望有个Kristoff在身后接住你 那个乘风破浪的 策马飞奔的 失去方向和找到方向后不断Into the unknown的人 始终是你自己  这是为什么冒险故事永远最能感动我的原因 ,5
里里外外感觉透出来一股子White Guilt的气质      ,3
年纪大了 越来越反乌托邦了,1
剧情蠢吐了  又困  无力欣赏画面   but in a good way 续集一步步拓展世界观 期待第三部炸裂 fuck 我被蠢到语无伦次了,3
刨去那些炫目的视效 其实和过去我们嫌弃的那种愚蠢的幼齿国产动画没有任何区别 如果说上一部只是像MV 这一部已然彻底沦为了碎片拼贴成的MV 而且 不知道是不是我一个人的感觉  每首歌都那么难听,1
麋鹿男孩那首全面致敬90年代曲风的 迷路之歌 MV全场最佳,3
除了画面一流 其他都一无是处,2
第二部艾尔莎依旧是单身 没有百合没有基 只有牺牲自己拯救家园 怪不得值得引进   人家歌舞起来好热闹好自然啊 可惜我们的影厅音响还是跟不上 简直想看迪士尼拍真人版 ,3
 冰雪奇缘2 6 8分 前面半小时都不知在干啥 魔法渊源也实在太普通太无聊 主题曲感觉也很难传唱起来 玩老梗 吃老本 并不是萌萌哒就能票房大卖的 不再二刷 困觉   _   ,3
看过 沉睡魔咒2 的人就不会对这个故事太挑挑拣拣了 毕竟相似的两个故事框架 这个的完成度可是比那个高多了 越海那段还是蛮好看的 不过我还是要危险发言 雪宝这个话唠丑东西能不能化了就化了 别再堆了  ,4
45 100 无比别扭的作品 故事老套无聊得瞌睡 在一个薄弱动力的驱使下 角色智商基本丢光了 角色是需要就用不需要就滚 更让人不适的是 迪士尼想蹭LGBT群体的甜头却又只敢表面装装 实质依然是王子公主那一套 在危难关头依然是男性拯救女性 比起第一部全面倒退 CG水平确实又进一步 让影像至少没那么单调 但大段音乐的反复运用并没有多大效果 对情绪的建立也并不够 最后 简单来说就是MV大串烧 Elsa梦幻走秀 ,2
 冰雪奇缘2 是比第一部更恢弘大气 美轮美奂的奇幻冒险大片 画面上 当你还停留在艾尔莎手挥一下就是冰雪天地的记忆中 第二部艾尔莎已经足踏暗海 驾驭冰马 驰骋冰川之间 画面简直美爆 节奏也从这之后一路高潮到底 故事上 如果说第一部是要克服内心的恐惧 接受并认同自己 第二部则要寻找归属 魔法森林冒险之旅后 姐妹二人会有新的成长与选择  音乐上 相比第一部 Let it go Let it go 洗脑式入侵 第二部的音乐似乎不够洗脑 和歌曲难度大有关   但也由于每个人物都分配到独唱 相比第一部 第二部的配角更加丰满 ,4
剧情五分钟 唱歌一小时 ,2
没有反派 缺少冲突 可能让不少观众难以适应 但追寻 暗夜呢喃  进入秘境 其实有另一种神秘主义的魅力 如果换一个更现实的语境 其实是一个疯子听到她所想听的故事 歌比上一部还是差了一些 就一段很洗脑 也导致散场时 好多观众 噢噢噢噢 一直在狼嚎 ,3
说实话 挺失望的 主要第一部实在太成功了 导致这部无论音乐剧情都逊色不少 主题曲穿插得莫名其妙 第一部艾莎觉醒逃离才衬托出曲子的震撼 而这部还没发生什么就用力唱起来真的get不到主题曲的魅力 看完电影完全没有能记起的美妙音乐 都是强行尬唱 第一部笑点很多几乎贯穿全程 第二部从头到尾只笑过一次就是雪宝模仿艾莎那段 第一部剧情哭点都十足 无论安娜哭着敲门 反派的反转 安娜牺牲自己救艾莎 雪宝的融化 而这部   真的看得无比淡定 除了最后艾莎一个大招aoe冰墙说句帅 其它真的没啥代入感 总体就是看看画面精致 其它相比第一部都大打折扣 看完2不自觉又打开1的音乐合集   ,2
以为会狗尾续貂 结果很精彩 女王们很棒 好了 不剧透了 只能说迪士尼又有新周边可以出了 ,5
这不是冰雪奇缘 这是冰雪起源 居然从合家欢往万圣节方向走了 ,4
女王拿到六神装了,5
无功无过的续集 但自身保持了对电影世界之外更多有趣的探索 Kristen Bell is EVERYTHING 这也是足够收看续集的动力 而雪宝的成长感悟是片中很戳中的一刻 片尾男声版的Into the Unknown可以盖章是新的 小黄歌  微笑  差点还以为Kristoff和Ryder是一对 ,3
我喜欢第二部胜过第一部 我就喜欢这种完整爽快不费脑子的冒险故事 什么深刻坚强寻找自我的主题我都无所谓 elsa穿新衣服好美哦 我最喜欢在海里套马那段了 套马的女王威武雄壮 第二部在elsa爆大招上编出花了 大场面整得超好看 爽 ,5
我这种枯燥乏味且单调的中年直男对这种电影显然是没什么特别感受的  就觉得唱歌场景太多了 歌不错但都没 1 的主题曲好听 其他的还行吧但就别指望我有什么特别感受了  我就像雪宝一样 看到最后只能发现艾莎的发型不一样了 ,3
没有故事 只有片段的情节和mv以及人物的插科打诨 一部没有任何反派的电影 看了下也没冰雪奇缘3的立项 应该就是借着第一部的好口碑割一波韭菜了 ,2
3 5  遭受差评的原因大多在于敷衍的剧本 首部对迪士尼经典元素进行了两次反转 会有 推陈出新 的感觉 而这部则是延续上部的既有内核 炒 秀出真我突破恐惧陈见 这种冷饭 具体情节上也是超烂俗的打卡式冒险 实在令人看不下去 但 目前业界最顶配技术下 精致到极限状态的视听 还是被惊到了 最近的我 真的是遭受身体折磨 精神消磨 宛如灰头土脸的行尸走肉 而看这种用巨款 高精尖科技营造出的资本幻象 实在是太疗愈了 艾莎的新造型实在是美到宇宙尽头 海奔 阿塔霍兰也是美到宇宙尽头 赞美迪士尼 在周五夜晚拯救了我100分钟 ,4
 暂无评分 看完零点回来循环了三遍原声 重新发现了一些旧的东西 考虑到不能剧透 暂时可以提供的参考是 重温第一部解决问题的逻辑很有意义 就像Chief Bogo曾经教导我们的 Life isn t some cartoon musical where you sing a little song  and your insipid dreams magically come true  此外 确实发生了些事 让我 个人 可以得到从这个系列中所能设想  甚至是奢望  得到的最大满足 ,5
Elsa再次换装升级 其实缺陷是挺明显的 有一两首歌插入得太生硬了  可以理解为了照顾过多的人物 给每个人都安排了唱段 但确实还是损害了叙事 有趣的事实是 第一部和第二部的歌其实是一样多的 但自然得多 这大概也是这么多人批评第二部是mv的原因 不过mv这事儿见仁见智 歌舞片爱好者一本满足 谁要是歌好听mv做到这个画面水准 那我也愿意花钱买票去看 这次的歌也依然都很好听 不过比起第一部来说比较平均 没有let it go那么突出明显的了 into the unknown作为主题曲却没有出现在片中高潮 而且这歌一般人真唱不了啊  嘛 说半天缺点还是打了五星 也有的片子夸半天打三星的 这就是瑕不掩瑜和努力寻找闪光点的区别吧  ,5
为什么没有男性伴侣就一定要艾莎是拉拉呢 我感觉爱情这种东西很不符合艾莎女王的气质啊 ,4
艾莎竟然变成环保主义者了 这主题倒是不可以不讲 但单独说成是人要对自然畏惧还是有些撑不起来 姐妹情也有些强行捆绑的意味 可能主要是歌没有上一集有感染力吧 中间的洗剪吹男团风MV笑死我了 ,3
第二部剧情更加成熟 歌曲更加多变 很多人说歌曲不如第一部 你幻觉了 第一部只有一首随你吧出圈火爆了 但是第二部的11首歌曲所表达的每种情感不但震撼且多变 每一首都是深刻人心 引人入境 当然也非常的美妙 安娜还是越会替艾莎着想 绝不疯狂 绝不自私 绝不放弃  艾莎的冰魔法在次超级蜕化 不管服饰还是魔法手段都是超级美轮美奂 灿烂辉煌 冰魔法果真比较贵族 真是魔法世界最浪漫的手段  每当冰气十足的时候 象征安娜的一片枫叶一掠而过 就算千年寒冰也会渐暖 仿佛春风袭来 暖至人心        这部电影是有男主的 那就是雪宝 雪宝的戏份是这部电影欢跃精粹所在 ,5
首集的魔力就像艾莎的法力一樣褪了色 故事主軸完全無法自圓其說 四大神明為了懲罰冰國國王的殖民而降災 卻又把第五個神明重生在國王孫女的肚皮 這是祝福還是詛咒你們口徑倒是統一一下啊 這災罰晚了三十四年來來不說 最後被艾莎解決災難 冰國絲毫未損 被殺的原住民卻依舊是受害者 神明這是在赤裸裸的偏坦白人 故事設定吃書也吃得厲害 老爸天天哄年幼的艾莎上床睡覺還縱容她用魔法玩家家酒 這叫家庭關係差 老媽生在一個精靈魔法滿地爬的魔法森林 怎麼還會怕艾莎玩冰怕到把她關自閉十幾年 迪士尼破了九十年來不拍續集的傳統就只是為了飯碗 ,1
昨晚看睡着了  迪士尼每况愈下 好莱坞快变成坏莱坞了   一点转折都没有 太难看了吧 之前还有歌曲撑撑场面 现在这首曲子all ls found 也太一般了 还好意思配那么多音乐 简直就是剧情不够舞曲来凑 如果之前8分  那这部就4分 不能在多了,2
这大概是我第一部期待赶紧唱歌的迪士尼电影 因为MV比正片还好看 当第一部颠覆性打破迪士尼公主电影桎梏时 也限定了作品的格局 所以本作冰雪姐妹花算是被迫营业 非常简单的故事 用歌曲MV充成了100分钟 但迪士尼对娱乐效果的极致体现是肉眼可见的 场面戏和视觉风格太赞 再加上固有人设魅力 艾莎御姐女王范美得不要不要的 所以本片很喧宾夺主 歌曲都很好听 但没有let it go那种经典了 总感觉调子好像啊  艾莎依旧贡献了最飒的MV 最喜欢克里斯托夫那段 怀疑他是西城男孩出来的,4
告诉你要拆坝保护自然的歌舞超级大烂片 看了这部的奥斯卡评委会不会觉得自己当时没投票给疯狂原始人是傻叉 ,1
只有我觉得这部更好听 甜乔三分钟solo和Elsa变身之歌全场最佳 冰风雨雪过后 环保少女成了新一代迪士尼女王 你说讽刺不讽刺 雪宝太抢戏了 简直是行走的剧情复读机 苦逼直男克斯托夫在这部姐妹搞姬大片里终于有了姓名 可喜可贺 至于什么是成长 从随它吧到发现真相就是成长  死 过一次又一次才会珍惜拥抱的温度,4
想了一下第一集为何成功 大概是其不按套路出牌的勇敢和深入内心的真情 而这部为了迎合观众期待所采用的保守策略 则与其初心背道而驰 平庸的叙事进展 混乱的歌曲编排都显得六年的期待无所必要 当然影片并非一无是处 雪宝消失安娜觉醒那一段足够触动人心 相信每一个在黑暗中呆过的人都感同身受 ,3
画面精致 表情逼真 动作流畅 但动画电影未来的方向不会是也不应是真人电影 Elsa负责深明大义 Anna负责真爱无敌 Kristof负责备胎傻冒 雪宝负责卖萌搞笑 人物的单薄扁平完全体现了创作团队的不思进取 还得吐槽一下歌 每一首我都有认真学唱 结果没有一次找得着调 我是音痴都怪我 ,1
画面做得更华丽 故事也编不出什么超过第一部的东西 音乐上感觉很想重复let it go的成功但所有歌都真的不太行 树林里kristoff那段后街男孩风mv我憋笑憋到内伤 ,3
就我个人而言 除了没给我第一部时的那种巨大惊艳感外 其他各个方面几乎都完美了  如果是第一部是讲述从少年到成年的成长 那第二部便是展现成年后经历风雨后的成熟 ,5
六年之后 女孩们长大了 从盛夏冰雪来到深秋密林 新的旅程却指向家族过往的秘密 Jennifer Lee聊起角色时有个很有趣的论点 她说Elsa是神话人物 超凡卓越 拥有巨大的力量 和悲伤宿命的底色 而Anna是童话人物 热忱勇敢善良的乐观主义者 第二部的结局也许让人意外 或者释然 ,4
很明显有技术进步 特效很不错 其他方面除了Elsa和Anna的CP坐实真感情 剧情和音乐基本没什么亮点 逻辑散碎 感觉并没有成功灌输第五元素到底是什么 是Elsa本身这个答案简直就是糊弄观众 对北境和艾伦戴尔的关系解读如此简单 人物成长也不大 官配BG的Anna和Kristoff的感情线连剧情绿叶都轮不上 最终草草收场 而且音乐明显不如上一部的感染力 反倒把几首独唱弄成了MV 本来就散 音乐反而把剧情切得更碎了 ,2
 请勿在MV中插入电影之有彩蛋   多一颗星给时长 再十分钟要睡着了  都是穿插电影 怎么斯皮尔伯格的 头号玩家 在彩蛋里插电影就那么好看  其实这一部说的是环保主题的故事 违章建造的大坝影响了周边环境造成了森林雾霾 于是Elsa和Anna一起齐心协力拆毁大坝恢复生态平衡 韩寒之前写过一篇杂文我很喜欢叫做 三峡大坝是个好大坝  我全程都在想这一篇文章   Olaf真的太惨了每一部都要挂一次 下次别挂了好吗 散发的Elsa真的美死了 她换装那一幕我竟然被美 哭 了 但是  that s all  场景宏大了点 但故事还是太单薄了 我一直觉得Elsa才是真女王 女主 但Anna又真的太女主运气了 最后Elsa有自己的一个大自然元素的领地真好 披下头发就放飞自我吧 骑着水马   那一幕是帅爆炸了 ,3
有趣的是 一心守护阿伦戴尔的公主必须摧毁城邦的才能解救城邦 而实际上身属北境的女王必须献身北境才能解救北境  牺牲自己的成全 最后都拯救了自己 又得到了成全  太童话以至于像真相 ,4
电影可以是艺术品 也可以是消费品 而 冰雪奇缘2 则是一部迪士尼生产的半成品  安娜和艾莎 求求你们俩不要再唱了啦 原地永远在一起才是真正的HE啊 ,2
这部动画最神奇的地方在于 情节弱智像是给小孩子看的 但歌词又像是给由于要不要出柜的成年人看的   ,2
五十六种语言汇成一句话 爱我Elsa爱我Elsa爱我Elsa   ,5
