comments,star
套路到了脑子都不愿多动的地步 还有 如果悬念做得这么失败真还不如不做    漫威的辐射范围太广 锤哥锤子的梗都消费到MIB里来了哈哈 完全无感 感觉到不是这部多差 主要是既没有系列前两部的那种恶趣味 又不如第三部那么幽默   尴尬啊 埃菲尔铁塔的场景就不吐槽了 假得离谱,2
主场在伦敦 九又四分之三车站差不多都出来了 不如当 神奇动物在哪里 看了 魔法部混入格林德沃的追随者 女傲罗幻影移形到伦敦追查 对着麻瓜大施消除记忆咒 还捡回来一个家养小精灵  格兰芬多与拉文克劳的组合 ,3
狗尾续貂,1
全程尬看 没有锤哥卖肉 这片真就啥都没有  全是炒冷饭 没有任何新意 雷神女武神没有任何化学反应 雷神负责卖色卖傻 行活全让女武神包揽 这是大女主电影 喂喂喂 索尼 你不是迪士尼 ,1
很高兴看到雷神和女武神这么快就再就业了 在剧情发展节奏已经彻底追不上威尔史密斯 汤米李琼斯年龄增长速度的情况下 开发一个全新的 平行宇宙 或许是最佳选择 新阵容同样非常强大 连姆尼森继承面瘫大叔形象 锤哥和泰莎变身搞笑话痨 情节和怪物精妙还原了MIB系列的无厘头中二气质 作为 偷天换日 和 速8 的导演 果然忍不住加了不少飙车戏 最搞笑的是拆车换武器那场戏 诞生于女英雄年的本片同样幽默表达了女性立场 艾玛汤普森饰演的女上司O说 她曾提议改叫Women in Black ,4
当下好莱坞是如何毁掉美国流行电影的 各种反智的招式和套路请在本片中随意欣赏 ,1
这不是黑衣人 这是在黑黑衣人 用不着记忆消除棒 这烂剧情走出影院我已忘得一干二净 粽子形状的外星人胖泥是救场小能手本人 丽贝卡 弗格森又美又打 可惜导演把每个女性角色都当成锤哥的挂件 ,2
Purely boring  我的妈怎么能这么无聊 故事莫名其妙 高科技武器等于没有 异想天开的外星人设定就胡子怪一个 动作场面不存在 最传统的插科打诨也尬到不行 连最后的救命稻草锤哥卖肉也昙花一现 泰莎汤普森最擅长酷 结果来演个少女心傻白甜 锤哥演呆萌忠犬还算本色出演 偏要硬扭个不羁浪子扬短避长演技缺陷暴露无遗 太尬了 纯浪费时间 ,2
太屎了 以黑衣人系列的标准来评价就是太屎了 以路人视角看依然是太屎了 情节人物配乐甚至翻译字幕都十分之差 我为什么要来看首映 太失望了 尴尬至极 睡都睡不着 ,1
两星给锤哥和Tessa 剧本节奏情节差到懒得吐槽了  ,2
托也太多了吧  屎一样难看 起承转合又生硬又没头没脑 笑料也是聊胜于无 车轱辘梗来回说 连几个大场面都没有 打外星人就是不停的换更大的枪 毫无新意 ,2
让我更怀念初代的2位黑衣人了,3
太失望了 完全没有前三部的神韵 连对外星人的想象力都很匮乏 地铁照抄哈利波特  ,3
全方位无死角的平庸和无聊 同时剧本有巨大结构性问题 ,2
没get到老版的精髓 也没立出新的风格 有锤哥的肉体也不不行啊 ,2
抢先一步 捷足先登观看起码比台湾公映早了一天 所以手机第一次被 戴套 入场 电影第一次有了现场的 黑衣人 值守 对于这个系列的重启 应该说让很多看着这个系列长大的80末90后们欢喜若狂 几乎把公映当成了一个节日期待 而当 雷神 拿起和我们生活里差不多的榔头挥舞时几乎是全场会心大笑 而导演也故意把这个桥段幽默一把 電影画面不错 特效也看着养眼而那个 兵兵 造型最可爱 估计電影公映以后很多人的案头会摆上这个吸引人的小怪物 过去我们对这样爆米花的電影感觉就是打斗和特效 如今开始大段的对白和人物内心独白也让著名的好莱坞IP话痨了起来 过去是个别演员的特点 现在成了電影的一种叙事风格 電影依然上天入地 而取景在美国和英国以及摩洛哥都有特别的地区风土人情 好似007的科技版 電影里的菜蛋就是中国观众最喜,3
保持系列原汁原味 阿斯加德再就业的雷神CP化学反应强烈 最喜欢丑萌外星人冰冰 希望续集给安排个对象 这么好玩的角色孤独终老太可惜了      ,4
太无聊了吧 整个无趣到极点毫无波澜的冒险然后不停尬冷笑话 两个主角的表演都完全不在线上 好像一部不好笑的 女间谍 配上糟糕的特效 没有任何一场戏让你感到紧张或者挑动你一丝情绪 关键吧都什么年代了 还拿一只怪物加个两分钟的黑洞当终极大战 连姆尼森一出场就恨不得告诉你自己最后会反转做反派一样 嗯 我看睡着了好几段 ,1
这部垃圾电影难看到我不想多费口舌 真的枉费了我期待两位主角继 雷神3 的精彩表演 让我知道了老外也可以圈钱 就像陈坤演了 龙门飞甲 让我觉得他要演技大爆的时候他给我来了个 钟馗伏魔 两个主角给我的感受跟当初的陈坤给我的感觉如出一辙  我总结下电影 ① 二流的特效 然而就这种二流特效展现的效果也寥寥无几  ② 三流的剧情 或者说是最不入流的剧情 看到T打电话通知H离开的时候已经猜到他是反派  ③ 最让人恶心的广告硬性植入 索尼是不是要倒闭了 只能卖卖手机零配件度日就好好的苟延残喘好了拍个电影尽给自己国家产品打广告 索尼的垃圾手机什么鬼样子自己一点B数都没有吗  总分 4分 评语 一部让人焦躁不安如坐针毡的老套的不能再老套的二流特效科幻电影 我TM的还追的凌晨首映还是TM的IMAX ,1
典型的好莱坞三四流流水线作业 制作粗糙 糊弄的剧作 全片充斥着大量笑不出来的烂梗 大写的陈词滥调 狗尾续貂 男女主CP感为零 更像是搭伙过家家 毫无化学反应 时不时还蹭点漫威的热度 看完之后只是无比怀恋威尔 史密斯与汤米 李 琼斯这对神仙组合 最近到底是怎么了 好莱坞大片已死  ,2
真的很有趣的一点 不知道从什么时候开始 这样的好莱坞爆米花片中一定要有一个 兵兵 式的角色 它们不仅负责卖萌和笑点 还要负责推动剧情 ,2
娱乐性还挺强的 两位主演基本找到了自己的定位和卖点 尤其是锤哥卖肉应该是很多女粉丝心心念念很久的场景 泰莎首挑大梁竟然立住了 在今年的几部女性向大片来说 算是比较容易让人接受 还不会令人反感的那种 作为原版粉丝来说 如果结尾能看到J和K出场一下 那就更圆满了 不过中国代表队的那位演员出场的时候还是惊喜了一下 感觉今年他和外星人很有缘分  ,4
剧情和人物都很无聊 也并不好笑 几度昏昏欲睡中 再次证明 锤哥能演的唯一角色只有雷神 强行秀身材和吊儿郎当的痞 真的无比尴尬 说是黑衣人 其实还是在借漫威人物的人气 这点挺没意思的,2
对于MIB系列的忠粉而言 堪称一部完美的续集 虽然换了主演 但系列的经典元素一个不落 视觉特效则来了一次全面升级 对于没看过前作的人而言 哪怕只是看锤哥和女武神飙车调情打外星人也绝对超值 提请各位珍惜锤哥暂别好莱坞的这次倾情表演,4
我以为两人会在沙漠之坑激情开车的呢 ,2
曾主演 硅谷 和 大病 的库梅尔 南贾尼笑果十足 好莱坞的大公司应该给他弄一档单人脱口秀节目 回头盗版传到b站点击量大几百万没问题 这个系列的精髓在换主演的情况下能保留下来 一大半的功劳也在这位老兄身上 ,4
保持了该系列一贯的特色 奇异的世界观和相声组合 还有五花八门的外星人和小道具 没有之前的小格局邪典趣味 纽约派出所的故事变成了跨国特工大追查 叙事上有点旧时间谍片的特色 科幻版 北非谍影 碟中谍  当然少不了恶搞007的桥段 阿斯加德难民再就业 二位延续了的雷神3中的火花 锤哥有段彩蛋简直爆笑 也有致敬第一集的地方 小红帽兵兵非常抢镜 狗探员和蠕虫部队照例登场 有位内地喜剧明星客串 令人愉悦的科幻电影 这个系列再接再厉啊,4
本来以为黑凤凰已经是下线了 结果黑衣人更烂  亮点全部在预告片了 剩下的时间着实让人犯困 前三部的打造的地球只不过是宇宙中一个玻璃蛋大小的存在 结果这部特效是好了 但又完全变成超级特工拯救世界的英雄片了  外星人又一次为了当反派而存在  ,1
我希望看过这部电影的记忆被消除 电审特进字2019年第034号,1
万万没想到首映场的这些妹子都是冲锤哥来的 从滚床单之后 他的每个动作都引来后身后一片花痴声 要说还得是我们这种见过世面的影迷沉得住气 口水只往心里流 ,4
插科打诨 无聊尬笑的话痨式科幻片 亮点居然是来自隔壁漫威的一个锤子 而不是千奇百怪的外星人 所谓的内鬼 更是好猜得一塌糊涂 黄渤的客串突兀 无厘头 ,2
纯粹海总粉丝福利片 非粉觉得好无聊不如刷他instagram拎小孩   笑点和剧情都是弱智又幼稚 充其量是相同设定的劣质无脑同人小说 而且传达出的价值观还用力过度以至于莫名扭曲 ,2
  给我一个加入组织的更充分理由  因为我穿黑衣服好看  哈哈哈 锤哥的身材和颜值简直美的不可方物 黑衣人和黑衣女全新二人组 虽然更黑了 但好像跟 黑衣人 原来的味道越来越远 ,2
海总H性感威猛话痨 女武神M睿智冷酷 两人的性格互补产生奇妙的观影效果 如同当初J和K的互补角色效应  影片很好传承了经典黑衣人系列的衣钵 但又大胆扩展了该系列的边际想象 不毁经典的同时 还带给我们全新爽爆的观影体验 很新鲜 很有趣 很幽默  影片在不影响主线悬疑剧情的基础上 恰到好处的抖包袱让整个影院笑声不断 没有什么比自己吐槽自己更来得亲切的了 锤哥你懂的 对吧 ,4
感謝 盗梦观影团    全球第一批觀眾 你們要的那個脫衣有肉穿衣顯瘦的逗比雷神回來啦 2小時超長預告片 劇情有點跳 而且前半部分鋪墊有點長 單從劇情上說其實有點弱 但如果你是雷神粉 那就搞笑多了 部分笑點相當ok 比如這次真的全世界都知道他是外星人 第一個全場大笑點  雷神的梗 真的爆笑  侃爺 連那隻超可愛的小兵的名字其實也是個梗 不管你看沒看過黑衣人 這部當外傳或者新的片子來看就好 好評的是有些反套路的點被做成了笑點 但不知道是不是翻譯的緣故覺得有點干 對比看港版翻譯的皮卡丘和國內翻譯真的差十萬八千里  女武神沒有成為陪襯搭檔而是武力智力擔當帥到爆 兩個人的火花其實也不錯 最大的好評是感情線   友情提醒沒有彩蛋 會期待下一部的 ,4
这一分是给Rebecca 除此之外就是浪费时间 ,1
全片最爛的是錘錘的演技 天吶 看完出來我甚至忘了想槽編劇什麼 只記得全屏毫無說服力的演法的恐怖 ,2
依靠消费演员魅力而建立的片子 观感尚可,3
在影院睡着了好几次也不影响我跟上剧情 这点还挺不错的,2
  黑衣人 全球通缉  的平庸 并不在于它没有延续 黑衣人 系列的故事 而是从本质上就是一部不用心的玩票之作 说得再直白一些 就是为了消费一遍锤哥和女武神这对CP 既没有在特效上玩出花儿 也没有在叙事上打开局面 全凭着锤哥和女武神的梗 怎么看都只能算是个小品 索尼对漫威的这次揩油 像个乞丐 ,2
作为重启篇来看有点平庸过头了 人设 剧情 故事创意乏味的要命 老版的三分精髓都没学到 刚想说风度翩翩的连姆叔就来客串个根正苗红的好长官也太浪费了 果不其然马上反转 死亡堡垒反水桥段槽点满满 boss弱鸡ko太随意 剧本肤浅无聊的可以 也就看看锤哥卖颜和女武神slay全场 ,2
现在的大公司把自家IP重新捏一捏塞几个明星就敢出来亮相了 真是肆无忌惮 即便对前三部没什么感情也感觉无比智障 咸士禾夫什么时候拍点不卖蠢卖肉的正经电影啊 ,2
锤粉 但是看完本片后对锤的喜欢程度降低了是怎么回事  虽然笑点很密集 但是毫无内容  希望锤不要太频繁地拍二傻子角色  ,2
好莱坞商业大片同质化严重 审美疲劳了 ,1
本片最大亮点 黄渤,4
ʕ    ʕ    ʕ    ʔ    ʕ    ʔ    ʔ    ʔ　CPW   Jo,1
挺可爱的呀 感觉锤锤终于找到对的戏路  漂亮傻情人 儿子 还用了一把锤子梗 全片轻松娱快打打怪的情节很容易接受 再卖点情怀 可以一看   从电影院回家找出老版黑衣人123来重看 发现这一部致敬了好多老梗 ,4
从小到大 我一直在愁挣钱难 直到看到这部电影短评区的大量好评  ,2
反派定律 前期嫌疑最大的一定不是 2 5,2
除了 Women in Black 带来一丝亮色外 其他又平庸又物料 狗尾续貂 海总还是在演雷神本神 女武神也并没有加分项 除了O影后发挥正常外 其他人都像匆匆来客串一把就走的表演 真是太失望了 ,2
2019 6 12与老婆观于台中秀泰 丹普厅很爽 电影很平庸 不值得去电影院看,2
烂得一塌糊涂 实在忍不住了 可能还不如春节档国产电影 不知道在拍什么东西,1
这一系列最有趣的还是第一集 看黑白搭档怎么在司空见惯的街头巷尾揪出伪装潜伏的各路外星妖怪 拼的是想象力 而不是 星舰战队 那样的大场面 新版好像把重点全放到黑女主和男花瓶之间的身份错位上了 外星生物都塑造得乏善可陈 照这个思路拍下去 后面的故事只能是异形特工在外星世界揭露潜伏的人类了 有意思吗 ps 雷神从 新捉鬼敢死队 以来 无脑男花瓶的角色扮演得越来越得心应手了 前途无可限量啊 ,3
本质上是一部科幻外壳 特工题材的喜剧电影 在前作的基础上 有继承也有发展 故事独立成章 路人观影无门槛 老粉在片中偶尔也能收获到一些小惊喜 雷神和女武神的 新版老搭档 效果不错 不说超越J K 但算得上也各有千秋 毕竟漫威出来的演员 想来点搞笑的 到哪儿都是即插即用 ,4
长达2个小时的凌志广告,3
卧槽 没想到这么好看 故事 表演 打斗全都在线 而且男女主角没有硬拗感情线 点到即止 太棒惹 最喜欢的角色是兵兵 吐槽担当 关键时刻还成了逆转局势的大人物 想买周边 反正目测是最近一个月最值得去影院看的爆米花大片了 推荐 ,4
稀巴烂 狗尾续貂的重启之作 经费大幅度缩减用来试水 场面少到可怜 全靠演员的个人魅力和无限量供应的嘴炮撑时长 故事儿戏到可忽略 俩外星boss从头到尾站姿摆拍打卡 女特工强行入职顺势而上 细节照顾和逻辑缜密性都是摆设 不到两个小时却让人感觉到数度疲倦 冗长的废戏颇多 自以为是的幽默谈吐堆叠 动作戏搁今年的大片中等于凤毛麟角 复联哥斯拉等大片在前 这个片子的特效和场面寒酸到不值一提 最大的场面是结尾激光枪轰掉一个虫洞链接 仅此而已 然后就落幕了 简直大开眼界匪夷所思 以这样的投资和手段用IP圈钱真是让人瞠目结舌 讲了一整部的冷笑话 最后让演员玩了个copy漫威电影 雷神 的梗打发观众 是奏效不过真无耻   ,1
这个导演赶紧被好莱坞拉黑吧,1
要不是演员太大牌我都要怀疑这部是低成本恶搞片了 我要找出tl上闭眼吹的每个影评把你们全都列入失信名单 ,2
垃圾到极点 剧情 特效 无一是处 大段大段的尬聊对白倒是不少 ,1
完全没有第一部的神韵 连系列本质的伪B级片属性都变成了一尘不染的暑期爆米花 锤哥的演技真的辣眼睛 索尼就根本没弄懂为什么要重启这个系列 只有类初代的片头能勾起那种回忆 毕竟这已经不是看到一个外星人就大惊小怪的年代了 ,1
等于是雷神男女主角番外啊,4
不如重看123 真的垃圾 黑莲花 零笑点 烂剧情 没看到一半就猜到结局 导演他妈还是个黑人 一点幽默细胞都没有 毁我IP愧对自己黑同胞 腾讯最惨 投资的一半估计都给这群垃圾拿去全球旅游了 ,1
最多两颗星   一颗给锤哥的肉体 一颗给情怀  当年第一部 黑衣人 横空出世的时候简直惊艳 多么新奇的角度 多么有趣的故事 如今十几年过去了 重启篇却各种乏味 想象力枯竭 特效陈旧敷衍 演员的演技也特别表面 简直不敢相信这是2019年上映的电影 能把这么好的故事讲到这么稀烂 也是挺不容易的 ,2
都9102年了 还照着20年前的模式续 剧本烂 节奏差 笑点尬 用事实证明脱离复联锤哥就是一花瓶,1
锤哥在地球开发的副业 可是锤哥自己就是外星人 外星人何苦为难外星人 剧情一言难尽 H M拯救世界 然而俩人之间感觉都没啥火花 J K有意思多了 但锤哥真的是辣爆了 一本正经地沙雕照样把人迷得七荤八素 又帅又可爱 ,3
拿起锤子那一瞬间 差点感觉要逆天发电了 海总这身材我见了都啧啧称奇 女主 黑人 这界好莱坞求生欲真是强 6,3
电影院里人们睡得真香 ,2
特效五毛 故事五毛 笑点也五毛 一点都不刺激 没有彩蛋 大家看完赶紧走吧,2
勉强三星 故事缺乏一个有趣的核心 全靠锤哥和女武神的表演硬撑 女武神太开挂 一进MIB就独当一面没有成长过程 锤哥也没看出多牛叉 反派劲舞团二人组来得莫名其妙 死得糊里糊涂 太冤 MIB系列如果连外星人和武器设计得都没意思就完了  你看这集 什么胡子外星人被扇脸都出来了 尬 没有一个武器看着真正有独特性 乏 很可能就是一个制片人导演编剧未取得共识最后多方妥协的怪胎 ,3
完全不能想象锤 武神 内森叔叔的组合竟然被导演浪费成这个样子 演员满脸写着为了金钱的身不由己 剧情尴尬到让人浑身鸡皮疙瘩 全片根本没有剧本 安排2 3个演员坐在一起哔哔就是一场戏 根本不用考虑逻辑是不是合理 大决战更是潦草得让人暴风式哭泣 这破片不配被称作 黑衣人  求求谁能用那个记忆消除器给某来上一下 让某能够彻底忘记这糟糕到极点的两小时 ,1
创意不够 尬戏来凑 全宇宙的年轻人都一样 外星人也喜欢蹦迪 不太好笑 没有威尔 史密斯的黑衣人 索然无味 ,2
这片做完了么 I mean like CGI什么的这算做完了 ,2
谁能告诉我 好莱坞为什么越来越喜欢用一流预算去拍一个四流剧本 ,2
太尴尬,2
3 5星 不愧是 速8 的导演导的 多地真实取景拍摄 视觉动作过硬 锤哥还是发挥了又萌又帅又搞笑的特质 算是 雷神二代 了 哈哈 ,3
全程看大长腿才勉强坚持下来   这货也叫黑衣人 ps斯皮尔伯格这是怎么了 ,2
看烂番茄以为是烂了 但看着还挺好 确实还是原来的套路 没有什么惊喜 但对于粉丝来说非常原汁原味 还是一贯的黑衣人系列的感觉 喜欢这个系列的应该会喜欢 分数低大概是因为太爆米花 那种仰望星空的感觉 只有第一部有 后面的都被商业的味道盖过了 ,4
锤哥身材真是没话说 黑色西装包裹那么严实 依然遮掩不住他丝丝滑滑的荷尔蒙 全程脸红心跳的感觉 好迷幻 ,5
太尴尬,2
等于是雷神男女主角番外啊,4
如果都是按照字母来命名探员的话 那整个MIB是不是就只有二十六个探员,3
看烂番茄以为是烂了 但看着还挺好 确实还是原来的套路 没有什么惊喜 但对于粉丝来说非常原汁原味 还是一贯的黑衣人系列的感觉 喜欢这个系列的应该会喜欢 分数低大概是因为太爆米花 那种仰望星空的感觉 只有第一部有 后面的都被商业的味道盖过了 ,4
字体设计致敬的奇爱博士吧 雷神梗 Pawny Johnny傻傻分不清 一个大型的疯狂外星人的事后广告 ,4
都9102年了 还照着20年前的模式续 剧本烂 节奏差 笑点尬 用事实证明脱离复联锤哥就是一花瓶,1
电影节奏有点诡异 故事讲得比较仓促连转折也来得很突然 对反派几乎没有角色塑造  很少见到这么随便的剧情 但等等 这个电影的卖点好像是锤哥不是剧情   看来锤哥真的非常喜欢演喜剧 目前他的新套路是 出演一个会微笑的金发花瓶 但你非常享受观看这个花瓶  第四颗星给花瓶和豪华卡司  ,4
全新开启的黑衣人故事线 炫酷的场面 颇多笑点 但是中途也有片刻有点熬不下去 剧情依旧是硬伤吧 看时一时爽 看后都忘了 ,3
完全不能想象锤 武神 内森叔叔的组合竟然被导演浪费成这个样子 演员满脸写着为了金钱的身不由己 剧情尴尬到让人浑身鸡皮疙瘩 全片根本没有剧本 安排2 3个演员坐在一起哔哔就是一场戏 根本不用考虑逻辑是不是合理 大决战更是潦草得让人暴风式哭泣 这破片不配被称作 黑衣人  求求谁能用那个记忆消除器给某来上一下 让某能够彻底忘记这糟糕到极点的两小时 ,1
全程看大长腿才勉强坚持下来   这货也叫黑衣人 ps斯皮尔伯格这是怎么了 ,2
锤哥和泰妹真是两个优秀的人类雌雄基因样本 ,3
本来还抱有很大的期待的 结果就是前三部各取一点硬套 又是新人小时候就目击过外星人 然后被招募 主动找上门 与时代同步里面也平权了 外星生物 一个强大的外星科技 互相争夺一方保护一方要毁灭地球 基本三部都是这个节奏    宫斗   卧底  雷神和女武神一起再度搭档 经典致敬环节 那四只爱喝咖啡的虫子 好像这回变六只了  原来在报刊亭的狗变看门狗了 还有永久不变的红色摁钮梗 雷神基本就照着漫威里继续演的 还是那个样子 谁能想到还给个很明显致敬雷神的场景   好像还有那么一秒致敬美队2 误  全片最大的亮点就是属pawny了 也是苦了连姆尼森演成这样   看到最后有一种感觉就是这就完了   ,3
什么鬼,1
难看死了,1
真拍得像屎一样难看 拿尴尬当有趣简直无聊透顶 能把这么一个大科幻IP拍到寿终正寝也算是一种能力 另外 那些打四星的人你们是收了多少车马费啊   ,1
黑衣人系列也是人保戏 换人就不行了 而且剧中的外星人造型创意也不如前几集 失望,2
一直觉得 黑衣人不是科幻电影 而是纪录片 你现在觉得故事很魔幻 早晚有一天 你会觉得 那都是真的 ,5
抱着给爆米花洗地的目的来看的 这尼玛让我怎么洗  ,2
一个自然的想法 为啥不拍美剧啊  ,4
看完后重看了第一部 大概能原谅这次重启的部分问题 比如水了吧唧的故事 MIB的确是以化学反应和想象力讨巧取胜 但这次完全不是讨巧好吧 这是投机取巧 试图用两个观众有现成好感的演员 再掺和点女权蹭蹭热点 就来打发现在的观众 虽然都是絮絮叨叨 但史密斯和老琼斯那是笑果十足 锤哥和女武神这纯粹是废话连篇 真的是废 话 连 篇 ,2
虽然剧情确实平淡但还是挺可爱  ,4
执着于制造奇观 沉迷其中 并以此为唯一目的 从某种意义上和 神奇动物在哪里 的做法相似 即创造一个普通人难以知晓 隐藏在生活边角的神秘世界 着力于渲染两个世界间的 门 与 边界  在这方面  神奇动物在哪里 的视听模式可以看作是一个优秀的样本 而本片只能算是 负面教材  至于剧作与剪辑中存在的问题就不一一赘述了 短评提不及九牛一毛 ,1
好玩幽默诙谐 奇形怪状外星人轮番上阵 锤哥和女武神再续前缘逗捧互怼火花无穷 时隔二十多年黑衣人这个系列再次焕发了新的生机 但观众熟悉的元素一个没变 眼镜西装还有记忆消除笔 还是儿时的味道 ,4
我觉得我能看这么多烂片 都是电影院离家太近的锅 ,3
对这种男帅女美 专注拗造型的 动作片 不太感冒 buddy cop片的精髓和两位有魅力却 火花 没力的男女主让原版气质消失殆尽 好像一个钻石王老五单亲爸爸带着较早成熟的继女儿外出探险 太在意自己pose好不好看也让角色那种offbeat的劲儿没了 挺可惜 能够看到一些挺容易被人发现的致敬 但是真的乏善可陈 真没想到这一大堆人这么多阵仗还不及Kumail的配音有趣 ,3
我对黑衣人系列之前就无感 这部重启后感觉就更脱离之前的基调 是一部你看过后就不会再记得剧情商业电影 海总肉体很美好 还有一个打架拿锤子的镜头 全场爆笑 ,3
锤哥真是太可以惹 每一帧都美不胜收 其他没啥亮点 ,4
无聊到翻白眼 各方面都可以说是毫无可取之处 不仅仅是MIB系列的垫底之作 更是今年到现在最难看的好莱坞商业片 CG很五毛 笑料靠尬聊 话说 海总是迷上智障帅哥的人设了吗 没有了抖森的你 真的一点也不好笑 ,1
我怀疑H M是隐藏金主,3
艾菲尔铁塔上发现了虫洞 哈哈哈哈 不难预料 这一次 巴黎又要被搞个天翻地覆了 毕竟黑衣人每次搞事情 都是要毁灭世界的大事情,5
伦敦蹦迪双子刺客感觉还成 摩洛哥飞行摩托马马虎虎 那不勒斯三手情人黑帮什么鬼 巴黎埃菲尔传送门太灾难  前三集每部再平庸 都有些全新世界观的想象力在里面 这一部完全是不思进取的低幼流水线作业 连雷神的小锤子都拿来消费 作为MIB系列脑残粉都受不鸟了,3
实不相瞒 真没黄渤的疯狂外星人好看,2
