comments,star
我cp 两年后还是那么戳我  章鱼烧的梗 连着两周被影帝的发型击溃   我好喜欢声音沙哑的女孩啊啊 勇斗跟以前不一样了 但是还是全世界最可爱的狂犬 名台词啊 这儿不需要比我更扭曲的人了 哈哈哈哈 导演以前说 他太太只说过两个他作品的人真漂亮 分别是影帝和勇斗 两个漂亮孩子以非常扭曲的角色相遇了hhhh  你跟以前不一样了 你成了黑社会了  我没有  不知道怎么回事这个对话让我非常在意 贺来全片虽然只帅了三秒 但是全场都叹服的三秒 ,4
今井翻身啦 ,4
稍微有点没料了 毕竟起点那么高,4
没有剧版好 很仓促的剧情 但佛祖yyds,3
一般的电视sp水准吧 剧情推进全靠路人强行制造矛盾冲突 情节比较流水账 趣味性和娱乐性没有正剧那么强 笑点明显少了好多 影帝演起不良疯批还是有两把刷子 今井永远让人莫名怜爱 相良堪称行走的荷尔蒙释放器 瘦削的矶村气质不要太迷人  ,3
 日本新片展2020  预期太高 略感失望 三星 私心加一星 是熟悉的配方 可惜剧版的搞笑无厘头搬到影版导致了剧作节奏的混乱 ps 矶村勇斗我太可以了呜呜呜  这里不需要有比我更扭曲的人了  影帝演技赛高 真 演什么像什么 桥本环奈戏份太少了 没看够 ,4
毕生最大的愿望就是看到 热血高校 再次全员跨界联名,4
影帝的角色搞笑空间发挥不大有点可惜 日本人的笑点全在大人们 三桥又是贱贱地等前排消耗完来收割人头 今井终于没那么卑微了  ,4
两星半 欢乐的沙雕片 几个主演的颜值比较抗打 但还是耐不住导演要让他们挨个挨打 ,2
虽然沙雕 看得挺开心的 但真不是一部好电影,3
守护最棒最酷的今井 ,4
沙雕程度低了 穿到热血高校里了 而且影帝的加入并没有很出彩 ,3
沙雕版 热血高校  笑死人不偿命 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,4
沙雕和欢乐都不重要 这不比博人传热血 ,3
骚瑞 之前看的是SP 这个最近才看 挺不错的,4
不喜欢这种风格,3
接近2小时前面太拖沓了 沙雕减弱热血更多 没有看电视剧时候好笑,3
强行接续TV版 略无聊的剧本 失分点在主角侧反复使用的旧梗 为数不多的笑点都在配角和反派上 太贺仍然是恶搞主力担当 柳乐优弥疯狂飙戏效果还行 ,3
柳乐优弥这个发型不咋行啊,3
这  等大家都打累了来捡漏 男主毫无英勇可言吧,3
b站BV1Rh411k7WF 没有人能比三桥贱 影帝的未来是室毅 我们大家都看到了 福田眼光太毒 ,4
 ７ １０ 三桥一路掉线 伊藤和开久才是故事中心 开久和主角们联合打BOSS大有 战车与少女剧场版 的热血 但果然无论何时都会勇于挺身而出的今井 才是这部剧场版最大的闪光点吧  PS 开久和北根坏的两个二号都是神演技  ,4
2020 12 19 在大光明电影院和几百个大哥大爱好者一同观影 ,4
剧集版的密集笑点 强节奏已是这个系列真人漫改的天花板了 但也只能算是做到将将及格 而大电影完全拉长了各种废戏的间隙 梗也都是老梗 趣味骤降 只是消费剧版的剩余价值罢了 ,2
19 12 2020  日本新片展  杭州百美汇 虽然剧情已经到了ぼろぼろ的地步 让我再次把福田拉进黑名单 但是还是挺好笑的哈哈哈  柳乐优弥真是美人 两个美人变态役对打的时候我内心已经按头了  相良和智司出来的时候明显听到了后排女生的吸气声ww,4
114分钟的电影版 基本是单集灌水而成 通篇流水账 主线新意甚至不敌TV版单集 段子翻炒没关系 情怀满分 但 三桥和伊藤的人设卖点都没用上是搞啥 大概编剧是开久控吧 最后风头都给了他们  PS LIVE赛高 大混战赛高 就是 差一口气啊 ,3
没电视剧那么沙雕,4
智司回来了哇咔咔,4
气氛真不错 尤其是桥本环奈一出场尖叫好多 最后就当看live了 当然最后可预见的就会有一场大杀阵 对昭和史的阅读也有帮助 今井也有女朋友了 就剩小弟和若月佑美了 前夜败战武士装扮的健太郎一瞬间回到 跑女战国行  ,4
还是电视剧的水准,3
谁让你燃了还我沙雕 ,3
热血高校化的好看 比剧版结尾两集完成度高很多 搞笑 热血以及煽情之间的平衡做得很好 就是佐藤二朗和室毅的戏份实在是太少了一点 ,4
哈哈 好看 还是那么原汁原味 够沙雕够中二也够热血 剧版经典人物悉数到场 最为惊喜莫过于今井这个最二货的家伙终于有人女朋友了 还好看又能打 惹得三桥那个咬牙切齿的妒忌恨啊 简直太欢乐了 等了好久终于如愿以偿 ,4
突然觉得 我是大哥大 有点高中校园背景的武侠黑帮片之感 几所学校各有自己的帮派 亦有 武林高手 存在 身份大多属于掌门 老大级别  而高手的 武功 常常凌驾于小喽喽之上 几个帮派之间时有恩怨 几个高手之间亦有较量 只不过他们不太舞刀弄枪 打架斗殴只要使用的还是拳脚功夫 ,4
2020日本新片展杭州站百美汇A排4座   盼星星盼月亮终于等来你啦 一句话来说就是还是非常的 我是大哥大  熟悉的老朋友全都回来了 电影院里面我笑的不行 喜剧片最适合进电影院和一群人一起开心了 新加入的紫色姐姐实在太有魅力了 ,3
哎 这制作还像样子 为什么不能好好拍湘南纯爱组呢,3
小三三虽然是个混混 但是不会欺负弱小 ,4
除了开头 结尾的演唱会很带劲儿 其余部分乱打乱闹有什么意义 而且前面剧集版高达9 2分 这个电影版也8分 为什么 为什么日本人要这样糟蹋他们年轻的电影演员 那可是戛纳最年轻的影帝柳乐优弥啊 ,2
还是喜欢今井大蠢蛋 三桥拿扫把扫垃圾的出场笑得最大声 剧情都由一个替罪羊小脑残带动    最后他被打其实我内心是欣慰的   ,3
我就喜欢这种正义联盟的套路,4
6 10 搞笑程度低于剧版 看着校园暴力和受害者的 无能 让人揪心 如果和龙珠那样专注打架也可 但除了最后的乒乓球拍绝杀外没有燃场面  老师们的互动最好笑 ,3
 日本新片展 20201219 大光明,4
这不就是热血系列的真人化嘛 想当年二次元作品的灵感都来源于真人影视 如今面对二次元文化在日本的绝对统治地位 反而真人影视作品的魂都要依赖二次元风格了哈 动作场面的游戏风还真有怀旧味 最后决战不就是热血对冷锋么 不过两位主角虽然没有开挂也够滑头的 都等两Boss被打成残血了再趁机收割哈 ,3
美女不少 但不知身材怎么样 象漫画一样地拍真人 只感觉动作表情太夸张 头型服饰太奇怪 ,3
流水音效憋笑比赛还可以 今井布丁是为最后赢家 但乒乓球拍绝招太应付了  青色火焰 那位你在剧版里不是还以漫画为目标吗 怎么突然开始留长发耍刀子了 估计拍不了第二季了 感情分加一星,5
全员笑场的节奏嘛 今井人生赢家啊   ,5
虽然笑点几乎都是反差萌 但真的很好笑 对不起我又笑得太大声 校园暴力的话 Emmmmm 创作自由  2020  日本新片展  百美汇嘉里中心店,4
两个小时一晃而过 角色性格都挺鲜明的 让人欢喜 ,4
柳乐优弥你的空气刘海儿油粘了快去洗洗哈哈哈哈哈开久夫夫回归嗑得好满足 ,4
故事太敷衍了 完全是快消品模式 弯弯的翻译真是一言难尽 真的不怕得罪大格格吗 ,3
有影院加成就不要求啥了 开久夫妇回归场内一片尖叫 舒服了 ,4
老是强调被女人打败的三桥有事吗 剧情一般 甚至有点无聊 知道新闻后现在看到伊藤太别扭了 恭喜今井 新ED不错,2
电影版其实挺粉丝向的 差不多就是中二版热血高校 而且战斗力有些崩坏 不过这不重要 毕竟卖点是沙雕 热血元素 2021年继续三理推 推三理,4
一言难尽 不好笑就没意义了 ,3
多谢款待哈 ,4
福田还真是匠人 女生剑戟那段过瘾 今井结束单身真是令人欣慰 ,4
这种片子就不该被拍成电影,3
如果我有罪 请用法律制裁我 而不是这样激发我的尴尬症,2
请不要给影帝搞奇怪的CP 三桥和伊藤太能捡漏残血了  我可太喜欢相良这种又毒又狠的小野猫了 ,2
应该算是福田雄一漫改的代表作了 在上海大光明电影院刷掉 现场笑成一锅粥 中规中矩的青春热血沙雕作品 并不是导演编剧多厉害 而是几位主演恰到好处的炸裂演技 但也仅限于日语字幕 如果是国语 你可以想象有多么尴尬 这部近两个小时的电影版从内容上就相当于一个SP 期望的终极大战没有想象中强大的反派 有那么一丢丢烂尾 但又能咋地 这片子本来就是快乐就完了 四星 ,4
关键词 笑声不断,3
 天山 大家tension好高 但不如我自己的预期 ,4
没有剧版好看 我是为了打架看这系列吗 那我还不如去看 热血高校  灵魂人物太贺出场太少啦 ,3
哈哈哈 各种笑场,3
空气刘海的崛起  柳乐终于不甘心打酱油加入沙雕战团,4
哈哈哈哈哈哈哈哈,4
这可太帅了吧,4
非常贺岁片 长发卑鄙影帝很猥琐 片尾的live 贤人太像我主唱了,5
影帝的发型怎么和室毅一样啊 笑死个人 ,3
所以说 今井都已经有cp凉子了 只有明美一心还是不良事业 天天吃京子狗粮也没有一点反应 真是心疼这个傻妹子 以及很想看卖鲷鱼烧的智司相良 ๑  ω  ๑ ,4
远远不如剧版 ,3
中规中矩 大哥大已然演化成了一个角色魅力大于本子的IP 能看到这些可爱的角色就够了 ,3
能把高中不良學生打架拍得如此清新脫俗又沙雕的 還能外加點戀愛的酸臭味 也是非這系列不可了 三醬可以說是 執死雞 之王了哈哈哈哈 最後 這一部今井也有春天了 恭喜啊  ,4
很燃八错,4
完全没剧作可言 hhh大家都是来玩的,2
疲惫的生活 被沙雕治愈啦   哈哈哈,4
50 100 有趣的部分仍是由剧集继承而来的梗 这个剧场版本身可以说是无聊至极 不过清野菜名 山本舞香都可爱 ,2
我的快乐喷泉   时不时就能看他们笑场 憋笑   而且和佛祖对戏也太难了吧hhhhh   就是不知道这个系列是否还能继续     其实想看更多的三桥理子loveline  ,4
青春的少男少女们啊 ,4
7 10 红红火火恍恍惚惚 ,3
很燃八错,4
疲惫的生活 被沙雕治愈啦   哈哈哈,4
剧本天生就有一个缺陷 那就是如果最后男一男二打boss的话 开久二人组就很尴尬 但是没有开久的话 又不太可能 毕竟地区扛把子 弄的今井只是个喽啰了 而且 剧版一集40分钟 每个配角出来搞笑一下 三桥最后下流胜利收尾很紧凑 但是电影的话 完全没有突出三桥的胜利 最后太突兀了 ,3
我的快乐喷泉   时不时就能看他们笑场 憋笑   而且和佛祖对戏也太难了吧hhhhh   就是不知道这个系列是否还能继续     其实想看更多的三桥理子loveline  ,4
青春的少男少女们啊 ,4
今井终于有CP了 每次看大哥大系列都被理子圈粉 理子她爸也太好笑了 ,5
有点散 或许是审美疲劳 没有一开始的剧那么捧腹了 不过三桥还是那么妖娆鬼马 承包大半笑点,3
新年一到 看部沙雕剧是很开心的 ,4
救命我真的好爱他们 笑到肚痛 他们都不会老不会变的吗 噢变了 今井都有女生给他喂布丁了 ,5
40分钟的量撑两小时 福田也很辛苦吧 柳乐优弥真的完蛋了,4
还可以诶 虽然笑点比不上剧版密集 但我看着还是挺欢乐的,4
三星半 原来是这种 尬笑尬笑的,4
其实看这样的电影就是很纯粹的中二 热血 沙雕啊 哪怕剧情傻傻的 本就是剧版的延续 每个角色都刷个脸 讲完一个励志又挺好笑到无语的故事 最后大战也算是爷青回了 瞬间回到我栗的热血高校 ,4
比起剧笑点少了好多 基本上都在打架 小悟这个角色有点迷 三酱就是平时怂关键时刻耍帅 总感觉理子才是软高最强 京子一如既往反差萌 今井戏份虽少但貌似走桃花运了 山本舞香太适合不良少女了 飞刀柳乐造型不太行演技非常行 开久二人组不离不弃好基友 ,3
擦 电影版完全miss了我的笑点   ,2
水准在线啊 分数有点低了,5
作为剧场版 全员集结 每个人都发挥了自己的亮点  不准你动我的朋友们 也太燃了  高潮大混战 三桥运用卑鄙做法大部分时间都不存在 你还记得自己是男主吗 伊藤前半段的失败 感觉是故意削弱了伊藤的能力 开久组的人 读书时是不良老大 进入社会后是工厂男工 也太现实了 最后 今井终于有了自己的官配 太棒了 ,4
有点儿赶工的感觉 不过还是笑得腮帮子疼 片尾多了一首歌也算赚到了 可能是最后一次大屏幕看健太郎了吧 快乐的时光真短暂啊 ,4
其实没什么剧情 有些笑点也很尴尬 但是在影院大家一起看一起笑实在太欢乐 一家三口一起观影 看完父王和母上都很满足 ,4
1 沙雕中二 标志性的元素还在 总体还是一集剧的体量 拍成电影感觉中间有注水 2 后期团战成了热血高校 开久老大的回归有了久违的江湖气 而作为主角的三桥仅出来收割人头就有点埋没了 3 长发反派竟然是 无人知晓 的小男孩 时间过得真快 ,3
没看过剧版 直接看的电影 一旦接受了这个设定 倒也觉得能看下去 但还是意思不大 大体上还是那套真人漫改的套路 中二不良少年 夸张颜艺 热血黑帮的动作戏码 笑点虽然不多 但是太贺小可爱谁不可呢 ,2
因为你不过是一个清扫大街上垃圾的热心千叶市民 英雄永远最后出场捡人头 熟悉的配方 熟悉的欢乐 不熟悉的今井老天使恋爱啦2333,4
今井被三桥奚落那段笑死我了 ,4
这种傻雕片就是应该大家一起看嘛 网盘既没弹幕也没人一起看 快乐减少一半呢 电影院赛高 伊藤海胆头披头下来我TM还以为是新人物 影帝也太像三井寿了吧 山本舞香 有点点优姐和栗山千明的影子哦 我好喜欢她的那件天下无敌的紫色外套诶 太贺演技是真的牛 在加热里还是单恋的纯情少男 在这儿就是笨蛋今井了 我还蛮喜欢今井这个一根筋的角色的 勇斗我真的满脑子都是年下小狼狗下属的影子 所以长大后去攻略羊姐了嘛 23333333,4
还是敲可爱的颜艺 故事也就嘛嘛  但是看到了伊藤头发散下来的样子   ,3
沙雕不良的逗比日常 打群架倒有点热血高校的势头 ,4
有点不习惯在大荧幕看到这样子的表演方式 且剧情比剧里要弱了很多 但是周六晚上大家带着熟悉的期待在影院里和大家一起欢笑 看到开久的两位登场一起惊呼的感受 确实是在家里体会不到的快乐,4
不知道演的什么鬼 劝大家别浪费生命,1
虽然中间的打斗部分一度让我看得好累 梦回 热血高校  但是总体还是维持了大哥大一贯的沙雕风格 不愧是三酱 依旧是捡漏王哈哈哈 最后的不良少年摇滚秀好评 ,4
没有剧版好看是怎么回事 虽然依然欢乐又热血 片桐和相良回归后真是又燃又帅 影帝的发型太丑了哈哈哈哈 最后总算让今井当了一次人生赢家哈哈哈哈,4
内心温柔的人强大到可以保护一切 这集伊藤目测比三桥要强很多 科学怪猩猩笑死我了 很喜欢三桥的父母 太有爱了,4
无厘头 中二2 0版本 ,4
普普 笑點沒電視劇多,3
日本新片展 20201219  大荧幕几百号人一起爆笑挺解压的,4
作为福田式深夜剧看时一切毛病都可容忍 但搬上大银幕且试图将主题深化 剧情严肃化后 果然就觉得太肤浅小儿科了 热血 搞笑 青春 亲情爱情的感觉都没那么足 血量也不是很满意    不过看到yuya难得被狂揍还是挺开心的 ,3
今井最好玩,4
熱血蠢蛋真的很受用 ,4
头重脚轻 好在沙雕依旧,4
舞台剧一般的电影 所有的剧情都是夸张搞笑的 所有的交流都是扯着嗓子大喊大叫的 ,4
果然大哥大就是要人多一起看 快乐真的会加倍 看到智司他们回开久时 我莫名想流泪 他永远是开久最好的老大     ,4
沙雕版 热血高校 终于有原著内味 不再一味搞笑加入暴力漫应有热血乱斗情节 颇有三池崇史味道 但笑料老套全程被笑场逗得不行 影帝牺牲形象演反派真牛 校园欺凌在日本是真严重啊,5
3 5 实在是又沙雕又中二 清野菜名的父亲喝茶与授技两段笑喷 后段开始有些沉闷 打斗场景弱化了喜剧效果 柳乐优弥还真是耀眼 热血的部分不太能感受到 不良少年居然都害怕警察 老师巡逻也是笑死 人生艰难 实在太需要这种喜剧去调剂了 ,4
大义是强力buff我看出来了 本片主要是最后的大决战特别热血 颇有当年热血高校系列的味道 过程倒是一般 主要靠两倍速才不至于看不下去,3
不知为何所有沙雕都变得异常套路且无趣了 想学结尾的舞 笑  ,3
莫名被老师们因学生没上课自己制造警车环绕立体声的情节打动,3
真的是看不够 剧版结束又来看影版 虽然包裹着沙雕的外壳 可内里那份独有的无拘无束的青春 简单粗暴 却又令人感到开心美好 真希望这帮人的热血一直都在  热血高校 沙雕番外篇 哈哈 Ps 山本舞香的造型很惊艳啊 最后竟然被傻大哥今井拿下了 看到三桥气疯的样子 笑到了 哈哈 ,4
带着对TV版的爱来看剧场版 结果跟SP差不多 被回归的开久基友组帅到 今井恐是最大赢家 ,3
干架干的莫名其妙 故事走向已经猜到 搞笑的地方也无法让人想笑,3
还行,4
笑点蛮密集的 今年这情况就适合去电影院看喜剧 喜剧片中算不错的了 就是后半段打架戏有点太长了 桥本环奈戏份过少 山本舞香很有亮点 看漂亮妹妹打架真是赏心悦目,3
6 5分 欢乐 ,3
想到了可能会被降智 但没想到完全是过家家剧情 ,1
后半看的快睡着 结果散场听到后排高中生小哥说真的睡着了orz搞笑亮点老师们 舞香妹妹好适合不良少女 ,3
沙雕指数 50 热血指数 50 摇身一变 居然有点 热血高校 的味道了 不是剧粉没关系 电影版可以直接看 柳乐优弥演个特别残暴的反派 动不动用刀的那种 虽然很变态的样子 但演得还挺好 笑点一般 沙雕一般 大混战场面还行 主要看点 清野菜名真好看啊 山本舞香真好看啊 若月佑美真好看啊 桥本环奈真可爱啊 桥本环奈是不是 银魂 之后就回不来了 ,3
害 谁能想到等了大半年就看了2小时高中生打架斗殴呢  中二篇幅远多于搞笑 小悟角色有点尬 ,3
三星半 我是开久深柜吧我,4
看剧就行了 ,3
福田部部看 但是能盖到的笑点真不多,2
竹刀女居然不来参加最后的大战 差评 飞刀男邪乎之外还有点儿当年F4的劲儿 好评 ,3
剧情一般,3
当那些老戏骨们一本正经的沙雕时 要笑疯了   我家贺来贤人怎么就那么可爱呢,4
剧情太松散零碎了但又不算单纯日常 中间好大一段还挺无聊的直到开久回归 原来剧场版拿了男主剧本的竟是智司和相良 ,4
剧情好松散哦 还不如电视剧版好笑 然后最后医院山本当着健太郎的面给太贺喂布丁有点微妙的好笑ww,3
还是剧集短篇好,3
开头和结尾两段live电影院看就很有气氛 山本舞香这个造型也太好看了 ,5
哈哈哈铃木伸之还是那么滴帅 ,5
沙雕电视剧组从拍好的电视剧素材中剪了两集就当电影上映了哈哈,3
其实很多不尽如人意的地方 但是主要是有电视剧的加持 而且相良明显看起来更邪魅 他和柳应该换个角色 又想看 热血高校 了 好想让三池崇史回来重新拍 热血高校 系列 ,4
太简单的故事 笑点没有创新 虽然call back都蛮准的 为了全员上阵凑了不少情节   最后一战与其说是三桥和伊藤的舞台 不如说是相良和智司的 高光略少 而且天也太冷了 贺来贤人正经起来真是帅翻了,3
剧情虽然沙雕 但是制作一点不马虎 卡司阵容也十分强大 片头片尾曲嗨爆 十分难得拍出爆笑漫画感的真人漫改大电影 各种颜艺让人忍俊不禁 ,4
201219  大光明   这片子就是要电影节大家一起看才对味呀 决战都是按身高组配对好的hhh,4
各有诚意 人都回来了 还送了两个小boss ,4
新角色的加入和对剧版各路人物面面俱到的提及导致114分钟的电影版有些过于充实 主线剧情反倒看得有些不明所以 不过最瞩目的高潮依旧留给了三桥和伊藤 从来只有挨打的份儿的今井居然也意外收获爱情 ,4
 日本新片展 上海天山电影院 完全就是主线剧情浓缩在一本电影里 新梗老梗一起来 过足瘾 全场爆笑 粉丝向 ,4
是人是鬼都在秀 只有今井在挨揍 伊藤划水送人头 三桥耍赖最下流 剧场版的BOSS配置挺像当初的开久 也是打手 无赖的配置 然而这一次欺到开久头上 正主只好上演王者归来 可以说这次小三三没有再抢了别人的风头 开久的大军着实耀武扬威了一把 我们甚至能从卑鄙的开久身上看出点江湖道义出来 真是叫人意想不到 不过最让人大跌眼镜的竟然是 今井的桃花运 挨了顿打居然能白捡一女友 作为校园斗殴题材 我是大哥大确实是热血高校之后最好看 不过这个系列还是以搞笑为卖点多一些 有福田雄一在 谁还能正经起来呢,5
没看过剧 打分不够专业 习惯了开头的浮夸 越看越入戏 打斗异常热血 轻松快乐 ,4
日本新片展上看的 大光明电影院坐满了人 当然啦 买票时差点就没抢到  现场观影氛围太好了 周围时时传来笑声 有些没那么好笑的桥段也被带动得爆笑起来 最后的打斗片段很热血 结尾的live很棒 以及今井这次真是大走运啦 影片4 现场氛围 1 ,5
和TV版一样的味道 但时长不会像当初两天看完十多集那样审美疲劳  名角色基本都出场了 如果小栗旬和山田孝之也来掺和一把就更热闹了  动作戏也更精良 当然演员演这个剧最辛苦的地方不是打斗 而是忍住不笑场吧 ,4
7 5分 果然还是一股传统的沙雕气息 说起来这种邻镇踢馆的桥段 只要是不良少年剧肯定都会有 但碰上这两个不按常理出牌的主角 使得故事充满了搞笑的气味   今井每次都好惨 但最后总也算能走运吧 哈哈   ,4
粉丝向 沙雕风格 在电影里算是一种探索吧  沙雕不良少年 漫画感严重 整体略松散 战斗仍是Pose战术 ,3
动作戏策略 让人头大   ,3
编剧有够无聊 ,4
打斗占了重比 搞笑担当太贺好寂寞   ,3
依旧开心 角色好多哈哈哈哈哈,4
哈哈哈哈哈哈今井还是那么可爱  电影院看的氛围果然不同,4
对比贺来贤人在半泽直树里的表演 真的是一个人吗 ,3
3 5 硬塞了很多视觉疲劳的打斗戏其实没什么意义 另外真的有点太假了 唯一令人看下去的动力就是各位帅哥美女的颜艺了 删掉半小时到一小时我觉得差不多 看得好累 ,3
蛮有趣的 日本的电影总是有头有尾 也很有原则,3
给柳乐三毛披肩发笑死了,3
影帝挨揍有三井寿既视感 山本舞香这么撞脸黑富美没问题吗 便宜了今井 ,4
勇斗好萌,2
动作场面相当有魄力 不得不说福田拍动作戏越来越溜了 伊藤健太郎的演技自由发挥能力为零 佛祖当然最高,4
福田雄一就一直都是那个味儿 前半场还是一样很冷很好笑 后半场可能因为我太累了 大战的时候直接睡过去了  ,3
是我长大了吗 怎么觉得不好笑 老师们比主角还好笑一点 剧情和节奏很平庸 但今井还是最可爱的,3
3 0  FD I,2
我已经get不到笑点了  明明电视剧我都要笑死了,1
还可以吧 不够搞笑,3
2020 12 20 刚在天山电影院刷完 还是很搞笑 不明白在没有资源的情况下哪里有那么多人刷低分 是不是看完SP来这边打分 SP跟剧场版不是同一个呀 SP确实没有那么搞笑,5
剧场版一般都很难出彩 尤其是漫长等待后,3
看来中二风格果然不太适合我 据说是日本2020年疫情下的高票房电影 是拍给那些迷弟迷妹学生党看得是不是 校园黑社会 中二 蠢呆萌 恶搞 有点像混搭的鸡尾酒 但是真的有点喝不下去 ,3
伊藤出了那档子事 这个系列也不会有了吧,4
1 SP和电影版对今井太好了 一个帮他圆了个美丽的大谎 一个直接找到了女朋友  2 三桥真是个沙雕啊 太搞笑了  3 日本编剧真牛逼 这种故事都能编的这么饱满 这么好看 ,5
又是一个不良高校系列 风格偏搞笑 看完才记起看过几集动漫 比热血高校 热血街区等高校制霸纯粹飚荷尔蒙血汗的多了点不正经的味道 ,3
所有演职员表放完 影院全体掌声   ,5
三星半 和剧版相比没有新意 看过剧集的这个电影看不看的无所谓其实 更推荐SP 好歹是新故事线 但是片尾曲加分   PS最可爱的果然还是今井小可爱啊     ,4
又是一年年末 收获了纯粹的快乐,5
柳乐优弥真是挺会演的 浮夸尺度拿捏稳 果然还是喜欢三理cp呢 ,4
开久老大回归比影帝出演还要燃 导演不考虑给今井出个番外吗 ,4
看不了这种沙雕电影 笑点get不到,3
强行误会的桥段让人心烦 ,3
真是又贱又帅啊 今井或是最大赢家,4
不如剧出彩 但好玩的地方依然很好玩 三桥和今井还是那么活宝 柳乐优弥居然演了反派 而且坏的确实很让人讨厌 矶村勇斗看惯了居然也越看越顺眼了呢 ,4
搞笑成份直线下降 干架倒是不停而且场景制作变精良 是不是搞错重点了,3
没剧版好看,3
时隔两年的剧场版 成了一部为打群架而打群架的电影 甚至打出了日本剑戟片的风格 没心没肺的中二热血 还是能让人傻笑俩小时 可惜最爱的太贺戏份有点少 ,4
电影版有点点弱啊,3
三酱还是那个三酱 人jian人爱 笑点依然很多 真好 ,4
来世我要活在大哥大的世界里 ,5
好喜欢明美,4
纯粹为了今井找个对象,5
跟剧版相比不好笑也不感人 新出场的人物都挺没劲的  ,3
 2020日本新片展  2020 12 19 16 00 大光明 没看过TV版少了粉丝向乐趣 但这部剧场版至少过于商业类型化 缺乏了福田雄一反类型的特色趣味 ,3
我错了 还真是很好看啊 ,5
贺来贤人感觉后来就一直很没精神的样子 伊藤也因为车祸逃逸的事情感觉有包袱了 可能是期待值太高了吧 还是觉得正剧比较戳中,4
还可以 只是没剧场版好看 主角武力值被削也不是主演的感觉 ,3
新的角色并没有带来新的笑点 新不良组合的气质和战力还不如开久两位  二人组戏份偏少 打架都只能捡漏 倒是今井成了沙雕担当 还终于分到一个神似二阶堂富美的女朋友  ,4
虽然笑点少了  但是更热血了,5
emmmm 也太无聊了吧 ,2
有沙雕又热血哈哈哈 打群架有热血高校内味了 ,4
一如既往的沙雕,4
不知道为什么 就对这群沙雕欲罢不能的 ,4
沙雕之感大不如前 也缺少一点热血的氛围了 ,2
还挺有意思的 搞笑版热血高校 ,3
影帝真的不论什么角色都是最出彩的那一个 片桐智司永远的神 ,5
看不懂     琢磨不了千禧后一代的浮夸和情绪表达 快进看完后觉得生命浪费了 ,2
搞笑依旧,5
