comments,star
今年夏天看得最开心的院线片之一 好久没有一部电影让人能放肆大笑了 无所不用其极地狂抛无厘头和冷幽默 很轻松地就能产生共鸣 相比上一部 第二部在主线情节和笑料的设计上要更加出色 脱离低幼趣味而转向合家欢 外加流行文化调味 整体质量更高 超喜欢新加的三只小小鸟 简直是 年度奶萌生物  ,4
太能搞了 各种沙雕桥段看的我是非常开心  191015 二刷一下 disguise ,4
可能我的笑点太低了 电影在半个小时之后 就没停过笑 各种小反转超搞笑 被小海豹的眨眼和蠢萌担当的猪猪前反派萌到 最搞笑的部分是一帮猪鸟装扮成老鹰斗舞和小小鸟飞上太空的情节 感觉小小鸟和小小猪可以出独立动画了 想二刷 ,5
 7 0 怎么说呢 是那种第一次看觉得很有趣但还是很低龄且过目即忘的电影 笑点要比第一部要更加密集 脑洞不仅仅局限于小鸟和猪了 字幕的翻译也比较诙谐 这是优点 当然也有一些所谓合家欢该有的缺点 但无可否认它是我们暑期最令人放松的电影之一 ,4
前作虽然也不特别高明 但起码是一部果真有所隐喻的动画片 现在这一部就完全是少儿向的了 虽然偶尔还真的挺好笑 ,3
欧美系子供向动画片愈发成为了其制作者们夹带私货怀旧一番的载体 ,3
这么快就落入了团队合作 个人英雄等等俗套的主题 这些早就被梦工厂玩烂了呀 简单的一个冒险救岛游戏  反派 鹰已经发射武器伤害了这么多鸟岛上的鸟和猪岛上的猪 结果就因为父子相认 夫妻团聚就立马和好了 鸟儿们和猪儿们就当作什么事情都没发生反倒集体祝福两只鹰喜结良缘 这也太人间有爱了吧 ,3
最后听到了happy together,3
比1好了不少的续作 1基本上完全依靠游戏人设 2终于肯跳出这个框框 发挥出创作力 2里面的配乐歌曲实在大赞 跟剧情画面配合得天衣无缝 让笑点更突出 像冰河世纪一样 怒鸟2也搞了一个片中番外 三只小萌鸟找蛋蛋的冒险 比正片还好看 绿猪们继续卖蠢 新角色海豹也是相当吸睛 另外还有几处致敬钢铁侠和小蜘蛛的画面 整部片与时俱进的梗挺多的 相当funny ,4
我觉得比第一部好看 蛮好笑的 除了延续对游戏的神还原 只能靠弹弓飞行 每个鸟的特性 Rovio的稳定画风等  还加了很多成年梗 大卫鲍依啊碧昂斯啊 霹雳舞尬舞啊 像是个流行文化拼盘 相亲大会 鹰岛斗舞 特洛伊 木鹰计  还有几只专门负责搞笑的小小鸟 生活够压抑了 看个轻松欢乐的片子挺好的 ,4
黄水枪高能预警 完美贴合高射鸟的设定 画面比上海堡垒更硬核   索尼曲库的潜力不可限量 比蓝精灵时用得更娴熟 虽然跟小黄人撞了一首   中影又使坏 把歌词字幕全给删掉了 里面全是笑点呀 全场没几个人笑 非常影响路人评分,4
就   虽然没有营养可是也太好笑了吧 ,4
居然有Space Oddity,3
我不喜欢这个游戏 可我太喜欢这部电影辽 第一部就很喜欢 第二部依旧是合家欢超级欢乐 小猪和小鸟终于联手啦 鸟宝宝组 粉切黑 延续到第二部 每写一个字都想笑是怎么回事 近些年的电影 很多都在穿插欧美金曲串烧 这一部不但插歌还斗舞 仿佛银河尬舞队 非常好看 超级好看 强推 ,5
好好看 好像有三辈子没笑过了 在影院一边笑一边哭了起来,5
还是主打萌物卖点 一场笑点萌点集锦 如果对剧情没要求去笑笑还是可以的 为了凸剧情 强行拓展世界观 打造新反派 但是既要让反派有动机 又得给他们留好合家欢大团圆的余地真的也挺闹心的  报姐观影团 5,3
D   真的不是Angry Birds宇宙第一对LGBTQ婚姻吗 ,3
也是很勉强 太低幼了 ,3
lol maya打卡,1
渣男逃婚 发现未婚妻生了一个女儿 还能取得她原谅的故事,2
三只小小鸟的支线如 神偷奶爸 中的小黄人  冰川时代 里的松鼠 可爱萌萌可谓圈粉无数  一言不合就尬舞 小鸟们也紧跟时尚潮流 以及片子在配乐上相当出色 搭配某些无厘头搞笑场景 足够沙雕且有趣  故事偏低幼 笑点颇多 让人轻松解压 十分标准的欢乐喜剧动画电影 虽然在主题上内涵深度上不够 但卖萌和搞笑真的能套住一大把观众的内心 ,3
这种IP能改编到这个程度 对导演和编剧都太瑞思拜了 濒临想象力极限了几乎 80 90年代的欧美音乐又复古又时髦 流行文化梗一个接一个 beyonce的梗虽烂但好笑 小小鸟和主角团队的双线叙事各有亮点 整体三段式的剧情排布节奏也很清晰 剧情推进全部是意料之外的发展 反套路成新的套路 牛逼哈牛逼 烂番茄影评人72 好评 86 观众好评 保持住就是游戏改编电影的最高评分 破了大侦探皮卡丘的纪录 ,5
笑到真实喷泪,5
喜欢这样欢喜的大结局 其实英雄光环没那么重要 真实才最美,3
美中联合潜入冰天雪地的俄罗斯 破坏俄大规模杀伤性武器 阻止俄扩张的阴谋 竟然还有太空争霸戏份,3
大朋友和小朋友 笑点不一样 ,4
没什么新意,3
Even more boring and cliche than I had expected   没切换成无脑模式是我错了 ,2
 愤怒的小鸟2 3D 它已经从游戏模式跳脱出来 猪鸟联合起来对付共同的敌人 它也意识到不能单纯依赖卖萌 所以在酿制笑料方面用了秘方 猪鸟用 木鸟计 深入敌后的点子就很有趣 尤其是厕所里 喷尿 那段令人喷饭 就连反派也都不全是坏的 片中流行金曲大荟萃 成年人也能边乐呵边怀旧     ,4
三只小小鸟好可爱啊 不过海豹更加可爱 我发现了 动物动画里最可爱的永远是不会说话的动物,4
游戏过气 但电影依旧搞笑 群像塑造依然精彩 角色个个丰富 猪鸟互怼的日常 胖红 捣蛋猪 炸弹黑 鸟仔子们的逗比生活 满屏黑色幽默 处处趣味冒险 这回猪鸟联合对抗外敌 制造出轮番笑料 把一场冒险救援转变成了合家欢的浪漫婚礼 收获了友情 粘合了爱情 并攀登鸟生高峰 虽然故事低幼俗套 但缤纷的各色小岛 华丽的探险进程 热血的团结精神 还有笑料百出的蠢萌事件 都通通值回票价 国语版配音也意外契合 并用本土化的语言表达制造出电影以外的生趣感 毫无违和 电影张弛有度 妙趣横生 这个暑期相比 哪吒 的负重和严肃 这部绝对是放松心情的美丽甜品     ,4
连看两部josh gad唱歌片子 真的饱了,1
笑点是绝对的足 不夸张地说全场爆笑 当小鸟 小猪 老鹰混在一起 简直笑死个人  打老鹰行动 收尾稍微有点粗糙了 可以更好 话又说回来 好莱坞的动画电影哪一个不好笑 玩具系列 爱宠系列 重要的还是看完电影之后的沉淀 在这方面 这部电影欠缺了一点 ,4
直男癌想在一部电影里加入21世纪女性元素该怎么做 答 塑造几个智力满级又能打的女性角色 让她们无条件 无保留地爱上or原谅渣男即可,3
三点三颗星 一 突破第一部猪鸟对立的局面 抛弃个人英雄主义套路 有一定的创新点 二 继续加入大量流行金曲 政治隐喻 让平庸的剧情不至于无聊 节奏调节适当 三 塑造一个工科女英雄形象 在打破性别偏见方面有一定意义 ,3
大鹰原来是个playa,3
欢乐与童趣 陪孩子看很适合 ,3
7 0 10 分 初看 蓝光 十分适合小朋友看的合家欢电影   三只毛绒绒的小鸟特别可爱   ,3
欢欢乐乐 卖萌耍宝 有趣不足 无聊有余 ,2
7  比印象中第一部时要好笑多了 而且复古音乐配合各种埋梗 整理来说还是少不了毛茸茸卖萌 必须祭出来之前办的一张sam sam银行卡实在是太可爱了 SNL出来的几位来配音着实亲切 这次国内宣发挺拼 阵地物料是成人等高的巨型玩偶 如果抽奖送粉丝 配送都是个问题吧 ,4
又是那种强行制造一个反派出来打打杀杀的故事 剧情真的非常没营养 但是细节做的实在太棒了 真的是能让人在电影院笑的打滚的那种 就算不看情节光听它们唠嗑都津津有味 ,4
如坐针毡 ,2
我们为了得到承认笑着吃了多少苦 ,3
相比第一部已经进步太多了 合家欢不再无脑 照顾到剧情也照顾到寓教于乐 最可贵的是 它终于想起了自己是游戏改编 中间几段情节铺排游戏代入感很强 高于预期 ,3
电影院里笑出猪叫声 快乐满分 总体还是缺点什么 也许结局太生硬了 也太套路 当然 对孩子而言 满分 ,4
Take them out  冻狗海豹之恋  回到未来 时速65公里 又听到 Space Oddity 等一系列怀旧金曲 木马鹰厕所潜入一段实在笑抽 感觉和游戏设置关联已不大 但各种梗玩得确实很开心,5
三俗低幼动画 还挺好笑 ,3
"还行啦 蛮欢快 而且还解暑  我见过人虐狗 但是鸟虐狗 狗虐狗还是天下独有 除了嗨和有趣 还有一点点 也是只有那么一点点 的立意 虽然非常浮于表面 但是作为一部喜剧还是极好的 有些游戏改编的电影还原故事 有些还原人物 但是 愤怒的小鸟 系列在还原故事的同时 还还原了欢快的气氛 这也是一点新意 鸟与猪联手 新来的几只鸟  都还原了游戏 又新加了一些故事 不是照搬照抄 还是挺有新意的 一点点尬 但是几乎可以忽略 因为最后都化解成了笑点 总之 是一部合家欢 适合小孩看 但成人观众也不会觉得无趣的电影 ",4
点映场观影 比第一部要更加的好 侵略反侵略到和解的模式依然没变 但是被嵌入更大的世界观中 从个人英雄主义式的成长到团队协作的胜利 从男性主导到女性发挥核心作用 价值观算与时俱进 ,4
好笑可爱就够了 海豹有点过于可爱了 ,3
连鸟都谈恋爱我 我一个人都还没开始    ,5
哈哈,3
pattern基本都是危机来临 拯救世界 每次看阿红都不自觉联想起张继聪把声 后段有啲80年代港产片砌桥的场口 算了 戏院大家睇到开心就得喇 又顺路重温一下英文歌 ,3
感谢 极客观影团 带我观赏了 愤怒的小鸟2 超前点映 这一部三年多磨一剑 突破了续集不能及第一部的极限 人物更加多 多线叙事 主次有序 层次更加丰富 而且超级好笑超级有想象力还超萌 是继手游之后一部独立编剧的完整的电影作品 还加入了潜意识 偏见消解 卡哇伊 女权等等各种文化元素 BGM都超级搭 ,5
三只小鸟很可爱 比较合家欢 故事不算出众 但也合格 刘北辰的胖红仍旧闷骚有趣 赵路的飞镖灵动活泼 孟祥龙的炸弹憨厚可掬 张惠难得出来 反派配的不错 ,4
小猪们好憨厚好可爱,4
愤怒的小鸟 曾经最爱的游戏  曾经 两字 不是说现在不爱了 而是年龄的不同的荒疏感 本身仍有着亲近感 正如我的感受 很有趣的片子 原有的世敌 因为另一个敌人而联手 其中的不同时代下的不同元素感参杂其中 有趣在于 人物也有了灵魂 不同的性格在构造画面 其中的神态 动作 语言 各种可以展示给观众的一切都完美的呈现出来 主角的塑造已经很厉害 更何况他们还将一些 路人 也赋予了各自的作用 如小小鸟与小小猪们送别勇士的标语 我们死了就是你们的锅 每刻给人以惊喜 反传统 更有小小猪们无意的寻蛋之旅以及随后的作用 画风的突变我很喜欢 完美 我很喜欢 ,5
今年最无聊 最不过脑的动画片之一 全程插科打诨无视基本逻辑 建立矛盾和解决冲突的过程都完全不可信 反差梗和插入的流行文化梗基本失效 你说这是无厘头 然而丝毫没有灵魂 根本笑不出来 更没有任何回味 于是埋在拯救世界主线下的 认识自我 承认自我 的主题也更像一个无力的口号 已经把第一部的情节忘了个精光 很纳闷在游戏热度退潮许久之后 为什么还要创作出这么没料的续集 ,2
点映3D 冰封鹰岛 小小鸟,3
 老板 你真的要我拍这个续集吗   对啊 反正现在续集 卖萌都不会赔钱的  可是我们主线都凑不齐70分钟啊   没关系 模板拿去 再加几个小孩和女性主角强势的剧情就行了  谢谢老板  ,2
在合理的情节范围内修改一下游戏设定让猪鸟一家当然是无可厚非的 然而无论故事还是高潮的热闹程度都比前作弱了太多 各种插曲作为接连不断的小亮点依旧保住了风格 炸弹黑的台词实在是太搞了 三位主角的形象也依然是最大亮点 可惜没有引入新的游戏里人气较高的角色 弹弓也不再用了 去游戏化有些操之过急 北美将近一半的跌幅还是能说明问题的 终于见有人玩fiancee和beyonce这个梗了 ,3
厕所偷卡那里 笑的我直不起腰 泪流不止啊哈哈哈啊哈哈哈 ,4
That s my sister ,3
很好莱坞式的叙述方式 出现新的敌人 联手 消除危险 发现对方是熟人 幸福美满的在一起了 优秀的在于 夸张的搞笑 优秀的想象力 但仔细想一想 即使知道下一步的模式 但仍然会去期待 为什么会这样呢 因为天马行空的想象值得期待 ,4
虽然 愤怒的小鸟 影评风向是2胜过1 但个人影院初看的观感却是1笑过2 第二部刚开始的鸟猪PK大战很给力 瞬间找回了第一部观影时的欢乐感觉 不过后面故事于我的搞笑程度还是稍不及前作  不过两部片子于我的水准倒觉得不相上下 IMDb和豆瓣评分差不多 然而北美和中国的票房都大幅度缩水了 真可惜  愚蠢搞笑的情节逻辑 努力维持英雄形象的胖红 感觉与睿智女天才炫舞银不太般配 无敌神鹰与冰女王的分合也有些怪异 反倒是萌海豹与 冰狗 的爱情这一对比较有意外的好感  Bug一般存在的飞镖黄 傻得可爱的炸弹黑 贱骚浪的绿猪雷纳德  三只小小鸟的分支线联想到 冰河世纪 系列的 松鼠    Space Oddity  Happy Together 等等插曲贡献了好几个惊喜   18 08 20 19 08 20,4
还是依旧有趣,4
配乐都很赞    海豹很纯情 哈哈哈,5
额 ,2
一般 也就打发时间 看个热闹,3
太让人意外了 笑到肚子痛 ,4
哈哈哈哈 这一次的画风更加萌了  虽然整场看的3D效果一般般   但还是很喜欢小鸟们和小猪们萌萌的互相厮杀 那这一次主角又多了一群飞行的动物  希望还会有3 4   一直愤怒下去 RED也一定会找到自己存在的意义 ,5
挺搞笑的 里面的音乐 斗舞 无厘头都挺棒 鹰的形象是在影射美国吗  ,4
逗比段子大集合 不过我儿子看的还是很开心的 滑梯都顾不上去玩了 ,4
60 100 突然间所有的好莱坞动画都开始打女性也能做leader这个点了 我的意思这当然是一件挺好的事 但对商业产品来说扎堆出现就略显的同质化一些 本作显然从照明娱乐那里偷师了不少 不管有多少似曾相识的角色 但人物一定要够萌就对了 如果使劲儿卖萌的路人角色不小心成了网红 那再出个spinoff就完美了 ,3
可以一笑 画面很精美 张张可以当桌面 ,4
美式强行合家欢 标准水线没特色 潦草无聊没劲道,2
还可以 但是相对于1来说对于低龄儿童有点复杂,4
和男朋友一起看的 嗯 那就心里只想着他了 和他一起看的好开心 嗯 这是一部好电影 ,5
预算 6500万 首周末票房 1035万 北美票房 4166万 全球票房 1亿4779万 上映日期 19 08 13 19 11 14 上映周数 13周 分级 PG 最高院线数 3869 北美最高排名 4 发行方 Sony,3
猪和鸟一致对外了,3
由于游戏热潮已消退过气 若对新加游戏角色没继续关注 这些新人物梗也就没有情结能对的上号 剩下的就只有流行音乐串烧和强行女权的垃圾快餐了 ,2
有点强行圆满  但是三只小鸟的部分好有趣 ,3
好笑 非常好笑 秒杀照明娱乐现在的一切作品 包括小黄人 胖红和超级英雄面临一样的烦恼 ,4
比想象中的好 中文配音梗挺多的 握个蹄 新垣结衣 穿蛇皮 海豹wink 海豹真的是太可爱了 都是渣男惹的祸,4
有非常多欧美流行文化梗 非常好笑 飞上太空 飞到木星的时候 我真的笑翻了 暑期档最好笑又不无脑的电影就是这部啦 ,3
根本勾不起高中上物理课刷四季全三星的光辉岁月 中考模板故事塞满恶搞鬼畜即可 以男厕所为首的智障是好笑也好猥琐 这两年的平庸动画个个塞Sassy黑鬼黑妈配反派笑点政治兼得有完没完了,3
怎么会有这么多尬舞 几首歌倒是插的不错 尤其是BJ单身日记那首 但是反派太无聊了 猪和鸟和平共处就没看头了,3
歌都不错,4
还行吧 比1好一点 但依然不是很好 笑点直白浅显,3
为毛只剩下卖萌了,2
我强烈建议豆瓣开通半星功能 三星有点少 四星有点多 我该怎么办 ,3
没什么太丰富的剧情 光靠那几只小鸟卖萌了 ,3
鹰界周芷若为什么不干脆把那只小海豹当宠物算了 反正也蛮Q的 ,3
虽然故事走入了惹人讨厌的负心汉外加冤家和解独行侠团队开发的惯常路线 但这个系列的搞笑有增无减 尤其难以抵挡的 是一群可爱的家伙在炮制这些笑料 三只小鸟天上飘 木鹰进了冰城堡 厕所偷卡一幕直接让你笑出猪叫 队友集体菜 威力不简单 ,3
对于游改电影来说 足够低幼也没什么 妮可和Gal的孩子们配音好萌  ,4
和男朋友一起看的 嗯 那就心里只想着他了 和他一起看的好开心 嗯 这是一部好电影 ,5
这个系列IP就是靠着耍贱卖萌撑到现在 故事就普普通通了 最萌的还是那三小只,3
江宇万达 国语2D   萌不到我 缺点惊喜 ,3
毛茸茸好可爱hhh,4
笑点密集 怀旧风十足 动画电影也被女权主义攻陷了 给抛媚眼的小海豹 1星 ,5
爱情线真的很煞风景 三只小鸟的线最好玩 ,3
2019年8月17日15 05 恒业国际影城   注 三星半,3
开始十几分钟看不下去 对没看过第一部的路人来说很不友好 坚持了一会儿 情节渐渐搞笑就好起来了 小小鸟们很可爱 女人为爱疯狂要毁灭世界又被爱唤醒的故事特别老套 ,3
剧情还是老套的剧情 渣男离开女朋友 女朋友复仇伤及无辜后 渣男觉醒回到女朋友身边 这类故事有 白发魔女   动物系恋人啊   射雕三部曲 中的老顽童和瑛姑 中外故事异曲同工 动画武侠一统江湖 具体细节处理得不错 团队精神的养成 正能量的传输 符合整体价值观 ,4
Sooo Good      q,4
小朋友鸟真是太可爱了,4
小朋友看一定笑的更欢 ,4
连edc都觉得里面的笑点很低级  ,2
原声好多经典 ,4
很好玩 大猪贡献了最多笑点 自拍 泳装 猪pp和鸟毛 是真的鸟毛    质感很好 后面整体比前面更欢乐一些  ps 三只小鸟飞进太空的时候我相信大家都跟我一样在想象一个很暴力的画面吧   ,4
音乐梗和电影梗太多了 对位成台海关系简直不能更恰当了,4
三星半 总体比第一部好很多 全程都可以很放松的标准合家欢动画 前面小朋友说比哪吒好看 ,4
七八十年代劲歌热舞大串烧 加上新时代的women on top 可谓处处讨好 可惜包袱抖得太俗套 看头知尾 也就哄哄小孩子吧 ,3
无聊 ,3
愤怒的小鸟 之 猪雀同萌,3
陪我妹一起看的 我不看她就会一直在旁边干扰我 果然类似 小黄人  爱宠机密 的画风最适合她这样的低幼群体 当然有几句贱贱的美式幽默台词也是挺让我乐呵的 出来搜配音表 我居然看到了Minaj  ,4
厕所戏笑死 剧情不如第一集犀利 笑点太密集 重复度高 临结尾令人疲惫 ,4
还算合格的续集 反正子供向嘛 蠢萌就够了 但是前作中我很喜欢的游戏元素 这一部基本没有了 为什么不拍其他种类小鸟的故事呢,3
剧情没啥逻辑 但是挺恶搞 像是动画版的梅尔 布鲁克斯电影 ,3
有点无聊 但是很好笑哈哈哈哈哈哈哈哈 ,3
好萌的小鸟,3
太会玩了 这是我在电影院看到过的最沙雕的电影 笑的我肚子痛 尤其是猪和鸟穿皮套的那段 全程笑得没停下 ,5
很欢乐的儿童动画电影 比第一部好很多 清晰的故事线 全程欢乐搞笑 影院里充满了孩子们的笑声 ,3
看那仨鸟,3
啊哈都不穿裤子可还行 太喜欢chuck了,3
跟第一部一样有趣 就喜欢这样浮夸做作一秒钟打脸的喜剧 国语配音版很棒 ,5
沙雕动画,3
比哪吒好看多了 相对第一部 这部脱离了游戏 挖掘Mighty Eagle的故事 里面群鹰尬舞 特洛伊木鹰实在太搞笑了 主题也比第一部深厚了 感觉是往驯龙高手3上靠 ,4
虽然看的中文版 依然开心的不行,4
昨天忘带钥匙 室友要8点多回家 yesterday和送我上青云没有排片 就去看了这个 剧情多幼儿向已经不重要了 看完发现钥匙在包的最底层 我真的哭了,2
影院里一堆小孩儿看得乐不可支 儿子也笑得东倒西歪 他还指明要看英文原版的 也能有这样的反应 不错了 ,4
轻松有趣紧凑的合家欢电影 在国内的宣发没做好啊  可惜了,4
三个幼鸟拯救 的片段太阔爱了 最后还漂洋过海去了猪猪岛 跟三只小猪猪做了朋友 另一边胖红 炫舞银  黄  黑 捣蛋 兵分几路去捣毁冰女王的阴谋 六小只在关键时刻还助攻了一把  我只素没想到冰女王与无敌神 有过一段情2333    我对冰女王的性别抱有严重怀疑   结尾还有小小鸟的出现 太萌了 ,4
有趣 但超级低龄化 恶意卖萌 情节弱到负分 过目即忘 弱 猪鸟打不够 硬凑个第３方 于是猪鸟俗套地联合了   愤怒的小鸟还有什么愤怒 哎 本来就是个简单小游戏 强行搞出来的戏也没亮点 中间看睡着了 醒来根本不想再看 要不是儿子 直接早退了  笑cry ,2
过气网红 怀旧金曲 这么一想倒也还是蛮配的 ,3
阿莫6分版 忒无聊 ,2
唉 ,3
本来无功无过 最后那个山看着有点难受了,3
5 5 10,3
明明没有第一部好看啊居然评分比第一部还高  经典配乐超多多到变成了一个大杂烩 用的有点泛滥了 笑点还是有一些的但是太分散了都是一瞬间 只有门禁卡那里笑得最开心 整体的故事并不吸引人 虽然抖了不少包袱和梗 还有这部依旧蛮成人的不太适合小朋友们看吧哈哈哈哈哈哈,3
剧情简单 但是节奏还算快 梗也算密集 三只小鸟的部分是整部电影的高光 ,3
觉得好莱坞的编剧们 为迪斯尼做也好 为皮克斯做也好 为龙做也好 为小鸟做也好 都是同一个故事 换了不一样的皮而已 满满地都是套路 ,3
里面随便一个镜头超过10秒的角色都比核心主角大红出彩,3
虽然我喜欢看喜剧片 但是现在的动画喜剧真的是太过于套路 政治正确了 算计得这么精确看起来也没什么意思了,3
比第一集好看,4
看完又想玩玩游戏了,3
可爱死了我们胖红  姐姐爱你  原声带好评   九十年代流行音乐slay全场   ,4
绿猪也怕神鹰,4
动画形象是萌蠢路线 可爱到想触摸银幕 每个角色都承担搞笑作用 主题简单 形式轻松 主线故事是胖红 带队 拯救小鸟岛和猪猪岛 做着英雄梦 但有勇无谋 幸得天才红颜相助 于是这就有了冤家聚首的爱情情节 另一条辅助故事线是三个小小鸟和小小猪 玩闹之余 做了小英雄 如此正的故事走的是无厘头搞笑路线 表面上是做无用的努力 实际上关键时候能发挥大作用 为了照顾成人观众或者说是文艺青年 融入了不少流行文化梗 出现了相亲 大卫 鲍伊 碧昂斯 霹雳舞  春光乍泄 等元素 让影片的有趣变得丰富 情节推进迅速 衔接自然流畅 看着相当轻松愉快 ,4
笑死 有趣 可爱 富有想象力 超过第一部,4
每一个配合场景的音乐都好贱啊 挺合家欢的 三岁的咧咧又没看懂,3
可可爱爱,3
非常闹腾 几乎和第一部电影一样 没什么劲 所以没有获得高票房 理所应当的,2
看的国语版 本土梗很多吼 小小鸟 三剑客还是海豹都很丰满 让人轻松愉快可太难得了,4
笑点还行 没有反派的轻松卡通,3
看的国语版 配音超赞 三只小小鸟可爱死了       那只黄色的小鸟眼一瞪 摆出凶恶的表情 你这个猪崽子  当时我的心就化了       剧情就麻麻 但还是有一些笑点der ,4
一般好看,3
不抱希望看 结果反而被逗得不要不要的 结尾略无趣 主角存在感也不足 歌曲串烧效果出奇的好 屡试不爽哈哈哈 ,4
确实还可以 比印象里第一部强 能有3 3星的水平吧 但是目前豆瓣评分反应出来的也只不过0 1分之差 这部7 2分  3D效果还挺明显的 要不就是影厅好 小小鸟们从外形到配音都最可爱 都快忘了这个游戏什么鸟有什么功能了 绿猪猪也可爱了 大概属于看完就忘系列 不喜欢银鸟那造型 卖票瘦小姑娘说哟您又来啦 电影保护月我都愁8月这几张赠券怎么使出去 安贞UME5号厅 十几个人 前排四五个熊孩子不停大叫真应该给他们扔 寂静之地 去 ,3
无甚新意 打发时间可以看看 ,3
灰常好笑  D 等过几天再刷个国配版的 好久没玩儿这个游戏了 是不是也出了新角色 ,4
很可爱  家庭温情片 那三只小的非常非常萌 ,4
这动画本来其乐融融没什么瑕疵的 可可爱爱毛毛绒绒非常精致 对集体和个人主义的探讨也蛮有意思 但真正让我三观崩坏的地方是美帝他他他他他他他居然真的终于开始将其经常在各种影视作品里津津乐道的 单亲妈妈文化 情节带入受众群体大部分是孩子的动画电影里了 震惊我妈上下五千年 果不出我意料 订婚前就怀孕并惨遭男方不负责任地抛弃的多年含辛茹苦带娃的单亲妈妈最后竟因为几个纹身就冰释前嫌和渣男重归于好还乐乐呵呵像什么都没发生过似的结婚了呢 简直惊掉下巴 这么早就要给孩子洗脑了吗 教育男孩长大后就算婚前把女方肚子搞大也可以不负责任地一走了之最后还能轻而易举获得女方的原谅 实在是不理解这样的强行美满大团圆结局究竟有什么意义 ,2
游戏就很简单 改编成电影也没有什么高深莫测的剧情 低幼向的定位也让小孩子看的很开心 ,3
笑惨了,5
有好几首老歌很熟悉 还有一首我前不久收了的 Turn Down For What  剧情的结尾坏人变成好人的合家欢 有几个笑点让人忍俊不禁 我比较喜欢Red的配音Jason Sudekis 他是很有特点的谐星 出身于周六夜现场 很有喜感 开始认识他是从搞笑的 恶老板 Horrible Bosses,4
