comments,star
骗局本就简单 而且这部也不是很有趣 浪漫也只不过是一层皮 ,3
26  SIFF2019  大光明 19年电影节我的收官片 观影氛围融洽程度可与前年 帝一之国 大光明场一较高下 这部恋爱篇很有诚意 有电影感 比起电视剧 编剧显然是更用心了 伏笔埋的好 也巧妙地串联起了剧中名角色 最后竟然还有彩蛋 麻酱未免太可爱噜 ,4
两颗星给你退步的空间 ,2
开场那句 恋爱总是以自欺开始 以欺人结束 这就是世人所谓的浪漫  还是挺有道理的 这部 浪漫篇 整体上不及 运势篇  前面有点无聊乏味且拖沓 后面还是挺有趣的 虽然知道这个系列的风格 套路 也明白后面会反转不断 局中局 骗中骗 但到了揭晓的那一刻还是会刺激到大脑 有种酣畅淋漓的感觉 麻酱真的太可爱了 一切尽在达子的计划之中 ,3
前面的铺垫太漫长了 真成了爱情片了 对长泽雅美的浮夸鬼马表演也已审美疲劳 更疲劳的是那些反转 已经没有任何惊喜可言 反正一开始就知道一切都是假的 ,3
竹内结子太赞了呀   Star  ,5
第一次看到满座的日本电影院 但是太开心了 想娶麻酱   ,5
不过是去年看后没有标记 现在再来补标怎么就成这样 昨晚重温 美丽的人蒙上阴霾 反转又反转 以为再次陷入 到头来也只是镜花水月一场  富士胶片的拍摄 香港夜景 机灵狡黠的达子 英俊性感的杰西 Ma酱说 春马太耀眼了 我们剧组怎么会有这么耀眼的人呀  等到公主篇上映时 再去看耀眼的春马最后一眼吧 ,5
太欢乐了 尤其是麻酱的笑容 看着就好开心啊  请这个系列一直拍下去吧 ,4
一脸褶子吃虾饺啃鸡蛋仔的麻酱最可爱,4
心疼江口洋介2 0    下次来个姬佬对达子骗身骗心吧 ,4
三人组合还是挺不错的 只是看的心情变了 也就没有那么搞笑了 ,4
3 5,3
我麻酱赛高    达子小朋友理查德赛高 新来的小妹妹也很可爱啊 话说 看完剧场版我开始YY麻酱和结子姐姐的百合了嘻嘻,5
多謝田中監督  把香江360度零死角的美景加人都拍出來  女帝設定竟和最近很近     字幕看到生瀨先生   心想沒見到他  果然  坐到最後   連監督名都出了 東瀛片習慣監督要最後片尾出    終極彩蛋才來      反轉再反轉   香江的道具供應公司大發   給了這麽多差人衫差人車     北角電車路漫步等叮叮車過去真是香江第一浪漫      ,4
有竹内结子额     两大女神不看不是人了     ,5
为什么会喜欢那么浮夸的演技,2
长泽雅美教你轻松识破 杀猪盘  ,5
"再见30  再见40    画上了句号       ",5
前两天才重看了一遍来着 R I P  春马和结子姐姐 唉,5
啊啊啊啊啊啊啊    杰西你也是顶级的欺诈师啊啊啊啊啊啊啊啊 所以这次也是最新的骗术吧         ,5
你们不要走好不好   ,4
也就靠著最後的反轉撐著了 中間的愛情橋段和騙局悶到死 雅美都要被群嘲是大媽了 心酸,3
我还蛮喜欢新登场的女二的 小姑娘蛮有灵气的 赤星真的太惨了哈哈哈哈哈哈赤星 达子是什么虐恋cp啊    ,4
早就猜到的骗中骗 但结局的情书还是没料到哈哈哈哈哈居然还骗出感情了 小朋友这次终于不是最单纯的孩子了233,5
日剧的精髓是什么 是颜艺啊    长泽一直演下去我就一直看下去 说到底麻酱也只比我大三岁多一点   陷入YY无法自拔 ,4
我可以给一万星吗 天才啊 全员绝美 绝癫狂 绝好笑 配上取景地和最近发生的事 简直是史诗级反讽大片 masami和东出可爱到犯规 片尾的彩蛋 噢我不行了 若是我摸到masami 也会露出那种表情吧  隔了快一年终于补回电影院提前离场错过的巨大彩蛋 鱼尾纹masami还真是不顾形象啊23333不过我还是很喜欢,5
香港富豪骗中骗 钻石独眼神秘刘兰姐 感觉一集日剧的内容强行撑了两小时 前半部分的局有点闷啊 C位有点老的彩蛋比较狠,3
一如既往的赞,5
只要看過日劇 劇場版就談不上驚喜 反轉同日劇如出一轍 也因為看穿了套路 達子和小少爺的假糖完全沒嗑的慾望 三浦春馬的顏值不穩 他一笑我就發愁 而且反轉後的表演節奏也完全亂了 ,3
在三浦春马去世后第二天偶然看了这部片子 拍的有一种在怀念他的意味在里面 三浦春马真的好帅 比10年前的他帅了最起码50倍 想念他 ,4
sp比正剧好看怎么回事,4
好喜欢这部电影 看的时候就觉得李蓝好漂亮 春马和结子姐姐走好,5
三浦春马 竹内结子,4
感觉这个剧的口碑持续成功 骗中骗本身的戏剧冲突带来的爽快感最重要 仔细想想 这和Doctor X在某些方面好像也有共通之处 即 观众在一开始看的时候就相信达子和大门未知子会迎来最终的胜利 所以在现实中也许没办法舒一口气 在这里总能畅快呼吸 ,4
集合了所有我喜欢的类型 神片 太好看了 下载,5
肤浅如我只会喊三浦春马我可以 嗯竹内结子我也可以 ,4
意犹未尽好期待下一部啊 三浦春马真的太标志了 我也在他和东出昌大之间犹豫了哈哈哈,5
这个系列是真的好看 不仅我老婆好看 还有整个电影的美术都是杠杠的 当然不能少了称赞编剧  其实看这个剧 大家都能猜到最后肯定是反转的 可是每一次都让人猜错 每一次都出乎意料 强烈推荐就是了 这剧的塑料粤语好好笑啊 五十岚大叔永远在卖萌 还有我老婆的颜永远在线 特别看到彩蛋说 换掉那个大妈吧 我都笑疯了 笑完了之余就开始伤心了 我点 想看 的时候还好好的 现在有空来看了却已经少了两个人 哎 如果结子姐姐和春马小哥哥一直在这个IP里那该多好啊 愿安息 ,4
22nd siff 我甚至看到了成龙和洪金宝 你敢信 ,4
三浦春马沉浸在感情骗子角色里的是时候真是太帅了 刘蓝有几个时刻好像王祖贤啊  ,4
竹内结子演老姑婆演的挺好的 haruma真的演什么像什么 ,5
这部的剧情也是不错的 反转和伏笔扣合得很妙 但如何在观众知道肯定有反转的情况下反转出意思 可能是编剧最大的挑战了 说到核心诡计 仍然是清凉院流水式的  除了受害者外全都是     32岁的麻酱脸上有挺多皱纹了 但她仍然是我心目中的日本第一美女,4
骗中骗  不过一群日本人说粤语好奇怪啊哈哈哈哈,4
扭扭扭扭扭 扭完未 ,2
唉 这片子生生看成悲剧了 ,4
套路在套路 反转再反转 还是有意外惊喜 明知是套路还想看她怎么反转 力挽狂澜的畅快淋漓 爱情骗路的一走到黑   ,4
这个世界 从古至今 骗子里最多的也许不是骗财的 更多是骗色的 所谓爱情的骗子 那些甜言蜜语中有多少真心 从你没有真诚的眼中或许能看见 可太多人只用耳朵恋爱 而不是用眼和用心 可怕的并不是被渣男骗 而是被渣男一骗再骗 尽管爱情如此捉摸不定 依然无数的人为之趋之若鹜 竹内结子赛高 江口洋介赛高 ,4
一帮戏精 哈哈哈哈,4
什么乱七八糟的,2
一场来自前女友的盛大报复 确实爱情是这世上最亦真亦幻的存在 两部剧场版的反转都很自然很精彩 竹内结子演贵妇光彩照人 ,4
这才是   妈蛋 搞错了 老婆最美哈哈哈哈,5
挺好的 虽然作为诈术片在情节和结构上比较松散 没有摆脱剧集版的调子 但是靠着卡司反而营造了轻松戏谑的风格 也是有乐趣 ,3
电影版的节奏比剧集差太多了 ,3
日本人拍的港味电影 花样致敬了王家卫 成龙 王晶一干名导 剧情看个热闹 粉丝看得非常高兴系列 哈哈哈哈 ps 挺喜欢佐津川爱美的为什么还不红起来,3
这个大妈不一般 能想出如此骗中骗局中局的圈套来 要骗就得骗全套 有些人善于布局 便有些人心甘情愿入局 爱情被反复拿来作为骗的资本 其实过程不长 解谜倒占了较大的篇幅 谁让解谜更让人兴奋呢 高手永远把胜利留到最后 ,4
很容易在 花花公子 三浦春馬和 老實人 東出昌大之間 不小心選到後者啊 咦惹 江口那個赤星 講人性 你們不能盯著一隻羊薅羊毛啊        結子姐姐的香港女帝確實很有王祖賢范 這樣鮮活的生命嗚嗚嗚 ,4
一帮戏精 哈哈哈哈,4
一场来自前女友的盛大报复 确实爱情是这世上最亦真亦幻的存在 两部剧场版的反转都很自然很精彩 竹内结子演贵妇光彩照人 ,4
这个大妈不一般 能想出如此骗中骗局中局的圈套来 要骗就得骗全套 有些人善于布局 便有些人心甘情愿入局 爱情被反复拿来作为骗的资本 其实过程不长 解谜倒占了较大的篇幅 谁让解谜更让人兴奋呢 高手永远把胜利留到最后 ,4
什么乱七八糟的,2
结子姐姐太浮夸了hhhh 栗子最后的客串真的完全让我high起来了  话说二狗子不是没有性生活就是性生活过于丰富可还行,5
很容易在 花花公子 三浦春馬和 老實人 東出昌大之間 不小心選到後者啊 咦惹 江口那個赤星 講人性 你們不能盯著一隻羊薅羊毛啊        結子姐姐的香港女帝確實很有王祖賢范 這樣鮮活的生命嗚嗚嗚 ,4
麻酱太太太太太可爱了呀           ,5
虽然知道后续一定有各种反转 前半段依然嫌节奏慢和尴尬 达子杰西和ボクちゃん的大三角实在没什么效果和笑果 都不如达子和子ネコちゃんたち有气场 感觉泥轰人民不仅对天朝 对香港好像也有不少误解 客串的栗子可越来越本山了     ,2
骗中骗中骗,3
片子里笑容灿烂的三浦春马和竹内结子现实中先后选择了自杀 纯情憨厚的 小朋友 东出昌大被曝出轨多年 次元壁外的最后一次反转才是真正的魔幻 ,5
hhhhhhh 感觉比剧集有意思些 长泽正剧和彩蛋里一共被叫了三次大妈 看来已经是当成梗了乛 乛,4
除了三大主角之外还出现了好些剧集版角色的剧场版 此前剧集版里不时出现中国元素 此部剧场版就直接到中国香港拍摄了 看剧时还想 他们骗过的有头有脸的人物有的可能会找他们 算账 吧 然而剧集版后续故事却没有涉及这方面的情节 结果 浪漫篇 倒出现这样的剧情了 只不过最后还是报复失败了   达子与杰西模仿 人鬼情未了 的经典桥段   小朋友先生一直在等着你呢  那真是忠犬八公    魅紫之砖 联想到 泰坦尼克号 的 海洋之心   ,4
轻松开心的娱乐片 片尾彩蛋别错过 甜心又跳舞了 上影节校对之一,3
完美犯罪 哈哈,4
勉强及格 恋爱就是骗人和被骗的游戏 长泽雅美老得明显 但她夸张的表演看着又挺舒服 片尾偶像组合出道的彩蛋里还自嘲了一把老气 这片里的人物 转场方式都像从 海贼王 之类少年漫粘贴出来的 香港部分的正戏不算成功 人物夸张程度够了 但作为欺诈师的部分缺精密 各显其能的桥段设计 以致看上去只是个略带苦情的爱情戏  封闭了心灵向通灵者求告的神秘香港女富商 与三浦春马旧情复燃的长泽雅美 如此纯情的角色令人尴尬 剧情的欲扬先抑过了度 当然最后半小时突然提速 连续不停翻转  两人要携紫钻私奔 并没有 日本黑帮大哥复仇成功 并没有 香港女富商是本尊 并没有 最后还是长泽雅美的朋友圈掌控一切 这不是欺诈师 这是好剧本和好交际的力量 除了前面铺排的太简单 片子看着还是很让人开心的 听着片尾曲不自觉的扭动起来了,3
套路太深,3
呜呜呜我的马儿啊 怎么这么帅啊,3
结子姐姐真的好美啊 难受了一天,4
目前的系列最佳了 小朋友的告白谁顶得住啊 竹内结子也太美了吧 ,5
看到haruma张开双臂对结子说 过来吧 的那一幕时流下了眼泪 ,5
明明是个喜剧我却哭着看完 他变成了天空 ,4
在HK看到这部设定在HK而且说设局对象遭到抗议的氛围十分微妙了,4
我叔即使黑成酱油了也还是好帅哦,3
唏嘘一下竹内结子 虽然你还是那颗最亮的星 但好像不再有当年那摄人心魄的美,3
结子姐姐和春马,4
辱骂东出 坏我系列,5
乱入的假冒成龙狂刷存在感啊哈哈哈哈哈 马必怀一脸小物臭 到最后果然啊 ,4
当春马替结子挡枪后在医院里 结子说 你愿意带我一起走吗 春马说 你真的愿意跟我一起走吗 明明是欺骗 明明是电影 但是为啥真的一起走了呢 想念你们,3
20_113 电影里日本人讲的那些粤语真的是错误得令人发指 请以后再也不要找那个叫李华龙的广东语指导好吗 是说为什么非要让日本人讲粤语明明讲不好  把剧的角色都溜出来打酱油了 增加了竹内结子和三浦春马 视觉效果还不错 故事还是那样吧可以预料 说实在中间一度觉得还挺无聊的 ,3
4 5 感觉比前面的略微差了点意思呢 总体还是好看的,4
我对三浦春马的热情已经下降了 ,4
希望春马这次是骗了我们,5
猝不及防,3
恋爱始于自我欺骗终于欺骗他人 迷信和恋爱欺诈上钩的是傻逼啊 这就是典型的给孙悟空找妈 那些家伙从哪开始算计我的 这片除了套路就是做局啊 刘蓝是个扫大街的紫钻在右眼里 长泽雅美有鱼尾纹的老女人 ,3
这么老套的诈骗术编法也太小儿了 中段以后就崩坏到让人直起鸡皮疙瘩 就当这长泽雅美一行人的香港旅游吧 ,2
 你知道有反转就是不知道咋反转的系列  麻酱看不够系列,4
古泽 我尽力了该写进来的人都写进来了吧 掰手指 ,2
116 13  长泽雅美这个系列里的服装师品味不俗,4
看着反转揭秘 脑海中浮现的是    你什么时候产生了我没有使用镜花水月的错觉  ,3
不听劝 非要看 结果真的女的不美 男的不帅 剧情也是没什么看头 看着三人在双层巴士上穿着李小龙的服装 真的太尴尬了 对于香港的想象还是这么的过时 这可是日本拍的啊 如果中国人眼中的日本都是排球女将日本人能接受吗 这都二十一世纪了 真是浪费时间 三浦春马到底怎么了 越来越普通了 当年的气质都去哪了 ,2
剧情是可以的 就是感觉拍的很儿戏 ,3
大家都很可爱 大家都快乐骗钱吧 除了东出昌大 你妈的 你有病 滚 对不起 失态了 大家加油骗钱,5
没看剧也不影响看电影 但是看完电影想去补剧了  小栗旬from    真的笑死我 ,4
同样的套路 但和运势篇比差了不少 因为少了一点点人情味吧 ,4
竹内结子太美了吧 尤其是在停机坪持枪那段 快点演黑社会大佬 ,4
看完毛片后再看这个 女主怎么可能不是最大赢家嘛 是吧 ,3
最后的大反转把烂片气质的3 4给合理化了 有点爽嗨 但是 外国电影人请不要轻易碰任何一种中国话 演员说粤语的时候都干脆含糊一团敷衍过去了 ,4
骗子的世界 同样真假莫辨 不过出来混 早晚是要还的 表情略显夸张 ,3
一如既往的后三十分钟的连环套大反转  2020216,4
还是那个熟悉的味道 翻盘翻得不错 挺有乐趣的 春马还是那个瞪谁谁怀孕的春马 跟大妈意外地有感觉 及 竹内结子姐姐迷之像王祖贤 ,4
妈耶太棒了  东昌告白的时候我差点从床上翻下来 我也要这种小狼狗         别老是想着 这里是反转那里是反转  否则会很没劲的哦 ,4
2019魔都电影节最后一部电影 全场爆笑 无比欢乐,3
看完才觉得三浦春马真的好 太遗憾了  麻酱的感情很到位 直升飞机前拒绝小少爷 最一开始的搞怪 包括和杰西的感情线 好像是三个人,5
东南亚蘑菇头小栗旬和唱歌跳舞的爱抖露前田敦惊到我了 别的就都还好吧,3
嘉年华类的行货吧 编剧展示技术而已 有趣的地方全在主线之外 但是到最后居然还是能产生一种造梦感 创作者们相信自己编造的世界 于是我也就愿意相信他们真诚的投入其中 ,3
最后几次反转很意外啊 设计的真不错啊 庆功时候钞票多米诺骨牌蛮好玩 看到杰西对蓝说  到我怀里来  突然发现原来这两个演员去天堂相见了 浪漫篇显得一点不浪漫了   Ĭ   Ĭ  ,4
飛機上實在睡不著又不知道看啥於是  我覺得最大亮點是哈路馬呀哈哈哈哈 雖然撩妹和跪舔都有點用力過猛w 騙局反轉又反轉的部分 解氣是解氣 但漏洞略多 最後的小栗旬是怎麼回事啦 ,3
既然已知结尾必有反转 过程就显得索然无味了 星光闪耀的客串路人大型好评  把那个大妈换掉 这个梗连麻酱自己都玩起来了吗哈哈哈哈,3
一个多小时都不知道在看什么 最后几分钟才发现是转折 跟碟中谍有点类似 不过感觉演技都好浮夸啊hh,3
看得比较开心的反转悬疑片 这种题材就需要设定底线才能被观众接受 不能骗感情就是底线 上次看三浦春马是演纯情仔 一晃就渣男了   长泽雅美年纪大些了 比小姑娘有魅力,3
这部 行骗天下 系列看了几集 就想说千万不要把它看作是什么烧脑悬疑大作 说到底只是一部喜剧趣味片 凡是前文说不通的情节 都可以在最后用一句 那是假的 给反转过去 所以就造成了片尾导演在不停地制造所谓的 彩蛋 和 反转  ,3
看到杰西真想春马啊,4
乏了 不如get麻酱签名满足   ,4
SP香港篇 用钱堆的多米诺骨牌太可怕了,4
杀猪盘巅峰对决 ,4
今日2020 07 18 30歳の三浦さんが自ら命を経ったとメディアで報道され ニュースを何度見ても理解できない人がたくさんいる 訳分からなくて信じられなくて悲しんでいるが沢山いる 人生のロマンスを 楽しんでいたかな ,3
即使明确知道达子不会吃亏 但是揭秘的时候还是蛮爽的 结子姐姐也是很美 还有 长泽大妈 ,4
说是电影未够格,2
反转总觉得少了一层 可能还是想相信爱 ,3
侄女推荐 嗯 ,4
竹内结子饰演的刘蓝真的太像一个大陆富商了 ,3
可以值五星 沒有看過日劇作為獨立電影也是極其成功 看完心情大好 這年頭騙個人的成本也是夠大 不過30億日元的報酬大概也夠折騰了 這波不虧 話說三浦春馬為什麼還是少年臉  喜歡小栗旬這個 劇中彩蛋  嗯 說劇情 人物很多 鋪墊也很長 中途猜到結尾 但沒有猜到中途哈哈哈哈哈哈 反轉反轉再反轉 哦 最後那個 冰雪女王 也是打死猜不到的哈哈哈哈哈啊哈 好久沒有看這麼樂的電影了 O ,5
东出昌大和三浦春马你选谁 我选长泽雅美和竹内结子   ,4
中间部分稍许拖沓 最后的结局其实和剧版第十集类似 同属于计中计 ,3
东出和三浦这题好难 ボクちゃん告白了   最后是多出一条love line了吗  JP脑残粉大满足,5
印象中已经好几次在电影中听到长泽雅美被人喊 大婶   大妈 了  霓虹国真是尊重自然规律到让人心酸啊 要知道国内这个年纪的演员都还在装嫩呢 还有 三浦春马竟然已经这么成熟干练了 脑海中的他还是个20出头的小鬼头啊 还有还有 要对小栗旬说三个字 哈 哈 哈 ,3
长泽雅美越长越像福山雅治,2
 无论谁都不是生来冰冷的 如此相信着www 哈哈 再也不相信任何人了啦      www,3
王尔德 恋爱始于自欺 终于欺人 恋爱主题与诈欺题材的混搭堪称最佳拍档 感情世界里的真真假假是最玄的 达子和boku之间的虚实进退 写得太妙惹  ,4
可以的,5
还是老毛病 骗术电影不凌厉靠颜艺就是乱来 这节奏即使以电视电影而论也太慢了 还有放到香港有任何意义吗 ,2
果然从系列后往前倒着看 觉得越来越精彩 前作真是搞笑反转都有 只是看到这个阵容也太唏嘘,4
虽然你很糟糕 我还是喜欢你,4
坚定不移的贯彻浮夸荒诞搞笑的风格 连环计中计步步坑渣男坑大佬 结尾弥敦道技术宅小栗旬参上小惊喜 彩蛋则是给了麻酱100T重锤 ,4
上影最后一部 选择了以喜剧作为收场 这届上影是我过的最难忘的一届,3
己亥85 ,3
2020 7 18看的时候haruma正在决定离开  一切都是这么巧合 很久没有看日本喜剧电影的我 决定在这个周六宅在家里 看到某榜单的推荐 看到几个熟悉的演员 于是决定看这部  虽然不是粉丝 但是陆续看过他的几部电影 典型的日式帅哥的样子 很有辨识度  只是在这个周六的上午 你决定离开 愿你的灵魂安息  ,4
竹内結子我死了,5
表情包get  完全爽剧模式 反正我知道达子肯定不会输 ,4
唉 哈鲁马呀哈鲁马 看完两周 Star也    唉,3
50min一集顯得節奏緊湊又反轉大爽 兩個小時就的確太冗長了 尤其中間的愛情戲真的看得我      雖然也知道是假的 螢幕上的麻醬顯得老了不少so what  emmmm結尾的彩蛋先生實在是驚喜 ,3
剧场版也有点意思,4
哈鲁马剧中角色简直就是眼角开成花火大会的渣男代表 笑死我了 ,5
haruma好看来,5
反转很精彩 三浦春马和竹内结子的戏美丽得过分了 唉 ,5
要笑死我了哈哈哈哈哈哈哈哈哈哈哈 无营养短评 1 可是真的很好笑 ,4
这是用了三十六计的 声东击西 和 欲擒故纵 啊 厉害了 长泽雅美 你到底是女神还是逗逼哈 乐死了 又在上班时间看完了一部电影 666 ,4
电影里是那么鲜活的哈鲁马啊 这一生辛苦了 ,5
娱乐性很强 但剧情走向太明显了 竹内结子气场足 长泽雅美还是那么可爱 ,3
谢谢古泽良太老师带给我们小老百姓最实在的快乐 ,5
